Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,1917225.5,7667867.0
Ct,11416.9755859375,44728.97
Dk,91831.8984375,322939.06
Gt,85207.578125,344770.0
Ho,0.8465712070465088,226.78322
Pg,67489.9453125,288431.2
Sh,60180.7265625,276835.0
