Animal,clipped_PA_surf,total_surf
Bf,46.5793,115.64902
Ch,2146995.5,8554729.0
Ct,186882.31,504152.53
Dk,270596.84,1003687.5
Gt,378625.94,931509.75
Ho,11715.455,30934.459
Pg,69679.61,171476.19
Sh,700305.56,1917048.2
