Animal,clipped_PA_surf,total_surf
Bf,14.105858,14.246613
Ch,22455858.0,193749540.0
Ct,623470.44,3877463.5
Dk,1312682.5,11295577.0
Gt,97844.65,584962.2
Ho,51209.336,316235.4
Pg,938804.06,7333935.5
Sh,142234.5,789084.44
