Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,1246730.0,4066094.5
Ct,687906.875,2774401.2
Dk,3.6161093711853027,18.030968
Gt,508825.15625,1869931.5
Ho,12085.26171875,47168.3
Pg,22416.5390625,82576.22
Sh,468442.1875,1973686.9
