Country Code (ISO3),macro_impact,physical_volume,type,physical_unit,Country Name,gdp2022,relative impact
AFG,1777176079.4829538,2399294.1821210976,vegetal,tonnes,Afghanistan,14502158192.0904,0.12254562775713208
AGO,3743277715.701757,7231246.128490538,vegetal,tonnes,Angola,104399746853.401,0.035855237474455744
ALB,1194366626.3811631,1790758.2540249669,vegetal,tonnes,Albania,18916378860.5488,0.06313928448917269
ARE,585904658.800576,291973.01014381065,vegetal,tonnes,United Arab Emirates,507063968277.74,0.0011554847030259734
ARG,25258330359.765774,43938211.82426112,vegetal,tonnes,Argentina,631133384439.944,0.04002058991409486
ARM,943131798.8863429,1567614.3895594042,vegetal,tonnes,Armenia,19513474648.2429,0.04833233526512243
AUS,8831384080.322706,37841754.92676867,vegetal,tonnes,Australia,1692956646855.7,0.005216544733573118
AUT,1061912960.671994,2239177.8334238348,vegetal,tonnes,Austria,470941926750.741,0.0022548702936658273
AZE,759395155.4272724,1849379.990570087,vegetal,tonnes,Azerbaijan,78807470588.2353,0.009636080815168785
BDI,1222485020.5934687,2884471.016114553,vegetal,tonnes,Burundi,3338722827.65691,0.36615349152879495
BEL,647877651.6846695,1438422.5199995448,vegetal,tonnes,Belgium,583613982019.263,0.0011101133140146143
BEN,1401282959.8967736,3254736.9707016875,vegetal,tonnes,Benin,17425418044.2906,0.08041603112964632
BFA,519252924.8731886,932078.0592330508,vegetal,tonnes,Burkina Faso,18820219331.2261,0.02759016330971528
BGD,10320819967.707968,17247481.537428085,vegetal,tonnes,Bangladesh,460131688909.301,0.022430143840282992
BGR,2161802006.343564,5222818.426212078,vegetal,tonnes,Bulgaria,90346169914.9349,0.023927987300170008
BHR,7292073.483451332,5093.315720479409,vegetal,tonnes,Bahrain,44383297872.3404,0.00016429769379520894
BHS,46351195.44548637,79424.06950766355,vegetal,tonnes,Bahamas,13136400000.0,0.0035284549378434248
BIH,233030304.58720428,415531.74557442276,vegetal,tonnes,Bosnia and Herzegovina,24534663636.1778,0.009498002827460305
BLR,553759188.6122441,2218862.8563004453,vegetal,tonnes,Belarus,73775179924.603,0.007506036436348604
BLZ,208533135.5498574,1539848.7792463768,vegetal,tonnes,Belize,2830507575.6841,0.07367340661487451
BOL,2017602227.6810205,5261289.154366208,vegetal,tonnes,Bolivia,44008282879.8842,0.045845965705770556
BRA,41269655566.96008,246863445.28724825,vegetal,tonnes,Brazil,1951923942083.32,0.02114306540187847
BRB,19354438.373143863,105370.22300962576,vegetal,tonnes,Barbados,5840673700.0,0.003313733888805304
BTN,307580414.91894317,302088.96292104386,vegetal,tonnes,Bhutan,2898227713.22315,0.10612706983499227
BWA,174647043.3183843,132304.73197850023,vegetal,tonnes,Botswana,20321958850.0363,0.008594006345902641
CAF,217700471.39277536,457793.24980453675,vegetal,tonnes,Central African Republic,2382618615.01694,0.09137025540750572
CAN,8525671265.748657,20516776.14273599,vegetal,tonnes,Canada,2161483369422.01,0.003944361259660517
CHE,300620078.58361405,405645.9321905492,vegetal,tonnes,Switzerland,818426550206.45,0.0003673146704585548
CHL,4612137414.60247,6787020.887811741,vegetal,tonnes,Chile,302116539409.03,0.01526608713188715
CHN,358421664652.2692,444311709.9466194,vegetal,tonnes,China,17881783387000.9,0.020043955174673608
CIV,3669171711.1278563,7948527.785616936,vegetal,tonnes,Cote d'Ivoire,70173140101.4315,0.05228740948209337
CMR,5520017081.168228,12633852.92057955,vegetal,tonnes,Cameroon,43644068310.851,0.12647805978701154
COD,4937974801.7460575,15626453.792720813,vegetal,tonnes,Congo,65801547619.5974,0.07504344472705686
COG,345094051.4817825,995357.9167128304,vegetal,tonnes,Congo,15817030156.9459,0.021817879087133035
COL,14048562822.990799,43106953.29182119,vegetal,tonnes,Colombia,345329875078.512,0.040681573871350706
CPV,31799671.45552367,36711.75638982551,vegetal,tonnes,Cabo Verde,2303738020.15148,0.013803510285181087
CRI,3323387007.6056604,6474768.043188317,vegetal,tonnes,Costa Rica,69243626028.5936,0.04799556577573356
CUB,3442862820.790519,8833275.603739684,vegetal,tonnes,Cuba,,
CYP,117149608.21610741,184514.98231460294,vegetal,tonnes,Cyprus,29250532020.0746,0.0040050419642182165
CZE,518086050.6666,1361646.1422156433,vegetal,tonnes,Czechia,290565654835.809,0.00178302577074829
DEU,11698381181.96478,30473045.83610236,vegetal,tonnes,Germany,4082469490797.68,0.002865515886483457
DJI,7052811.400965194,8130.049859547507,vegetal,tonnes,Djibouti,3674298479.07676,0.0019194987672142936
DMA,62408288.26492371,63145.66810272155,vegetal,tonnes,Dominica,607159259.259259,0.10278734502223108
DNK,1033859339.4430202,3684439.2982451804,vegetal,tonnes,Denmark,400167196948.707,0.002583568436709067
DOM,5417491284.124858,8194480.6042058505,vegetal,tonnes,Dominican Republic,113537368176.13,0.04771549112993995
DZA,5498170962.923258,8439742.876125444,vegetal,tonnes,Algeria,225560256621.757,0.02437561938113577
ECU,4647263356.410567,16304861.451260796,vegetal,tonnes,Ecuador,116586000000.0,0.03986124711724021
EGY,9864594259.286457,25576424.287646104,vegetal,tonnes,Egypt,476747720364.742,0.02069143456362921
ERI,92230785.34476648,182357.5724485221,vegetal,tonnes,Eritrea,,
ESP,14914891071.72792,24365534.542082734,vegetal,tonnes,Spain,1417800466262.65,0.010519739149926977
EST,227849115.1524488,504534.8133209116,vegetal,tonnes,Estonia,37921480881.5429,0.006008444550575219
ETH,9661213361.482931,14583154.096262576,vegetal,tonnes,Ethiopia,126772703047.701,0.07620894032564478
FIN,460411974.98744804,947054.8136725558,vegetal,tonnes,Finland,281887430795.721,0.0016333185686491312
FRA,12320239030.078487,20859188.569030516,vegetal,tonnes,France,2779092236505.85,0.0044331882433555755
GAB,254729329.87664878,284315.5730845082,vegetal,tonnes,Gabon,21071739227.9422,0.01208867132993297
GBR,6189638100.561209,14133984.328179453,vegetal,tonnes,United Kingdom,3088839763445.02,0.0020038715422576116
GEO,469165811.5576045,840673.2416017817,vegetal,tonnes,Georgia,24984568959.605,0.018778223163111233
GHA,5653911361.36358,16670435.248935293,vegetal,tonnes,Ghana,74263364041.8742,0.0761332513589818
GIN,3129941766.039347,5951057.128480139,vegetal,tonnes,Guinea,20999229260.4995,0.1490503164288467
GMB,138977957.62450787,249639.35111306314,vegetal,tonnes,Gambia,2175099789.97829,0.06389498002107527
GNB,145993725.5884779,357628.3375611533,vegetal,tonnes,Guinea-Bissau,1714166526.44573,0.08516892806861144
GNQ,81141644.8322649,102800.67617221411,vegetal,tonnes,Equatorial Guinea,13486788878.9757,0.006016379848486772
GRC,9310362081.537628,8131477.643779791,vegetal,tonnes,Greece,217581324512.059,0.04279026291625328
GRD,14839499.228143264,14241.82731660843,vegetal,tonnes,Grenada,1224577777.77778,0.012118053665053636
GTM,6906422168.448755,17987571.84157736,vegetal,tonnes,Guatemala,95003330315.8754,0.0726966322705286
GUY,526480656.56329924,1669918.3552635843,vegetal,tonnes,Guyana,14718388489.2086,0.03577026499533631
HKG,0.0,0.0,vegetal,tonnes,Hong Kong SAR,358696261481.16,0.0
HND,1141001773.2560039,3627149.4593611388,vegetal,tonnes,Honduras,31426041806.7985,0.036307524195082284
HRV,653985449.0511341,1831891.5404311472,vegetal,tonnes,Croatia,71997070660.4835,0.009083500801513612
HTI,974823253.003009,2656903.399166805,vegetal,tonnes,Haiti,20253551920.5516,0.04813097756022934
HUN,2080381262.3121166,3462754.4843310984,vegetal,tonnes,Hungary,177006128624.627,0.01175315950061783
IDN,46073850796.740265,141929586.86978728,vegetal,tonnes,Indonesia,1319076267310.16,0.03492887556129969
IND,104463898343.27122,244998817.38124648,vegetal,tonnes,India,3353470496885.95,0.031150981778511822
IRL,196810277.9565956,416248.2828393163,vegetal,tonnes,Ireland,533140011838.276,0.000369153080966462
IRN,8689322299.529072,20468938.62120912,vegetal,tonnes,Iran,413394567603.552,0.021019439974504422
IRQ,949319493.3207345,2520192.710892883,vegetal,tonnes,Iraq,286640340965.517,0.0033118837708713796
ISL,2647750.2517760005,2400.06368,vegetal,tonnes,Iceland,28701830401.6837,9.225022288546026e-05
ISR,3064854490.478353,2344915.6941822,vegetal,tonnes,Israel,525002447652.773,0.005837790860177839
ITA,24259066550.332165,23646227.790702682,vegetal,tonnes,Italy,2066972096553.7,0.011736523483205093
JAM,1073508233.4701933,1430523.574653501,vegetal,tonnes,Jamaica,17097760686.7775,0.06278648140749726
JOR,579459138.5953044,1011288.5265073965,vegetal,tonnes,Jordan,48653381830.9859,0.0119099457589249
JPN,25969857572.947895,17337697.145786855,vegetal,tonnes,Japan,4256410760723.75,0.006101351357483187
KAZ,1775294400.61691,5778707.797040862,vegetal,tonnes,Kazakhstan,225496328925.494,0.007872830609155872
KEN,3682046481.429118,8048202.952807562,vegetal,tonnes,Kenya,113419826113.903,0.032463869921043484
KGZ,552976006.4069569,1303643.0142557656,vegetal,tonnes,Kyrgyz Republic,12134931017.9465,0.045568945187175254
KHM,2794551727.2818465,6215048.342212051,vegetal,tonnes,Cambodia,29504829319.3169,0.0947150616272925
KOR,11096453929.63837,8059211.253240109,vegetal,tonnes,Korea,1673916511799.71,0.006629036664264711
LAO,2343978046.1674643,4598202.200957728,vegetal,tonnes,Lao PDR,15468785203.7532,0.1515295490429813
LBN,1297678401.2330384,1794248.3516250674,vegetal,tonnes,Lebanon,20992421948.8081,0.06181651666480139
LBR,127186282.75859596,333539.93762989965,vegetal,tonnes,Liberia,4001047000.0,0.03178825011518134
LBY,0.0,0.0,vegetal,tonnes,Libya,55938727098.0174,0.0
LKA,3747425054.314083,8883234.322425421,vegetal,tonnes,Sri Lanka,74144875098.0587,0.050541929558287166
LSO,42136783.397783384,107608.08350111476,vegetal,tonnes,Lesotho,2289355249.40148,0.01840552417926377
LTU,287022081.30145013,579768.1665502067,vegetal,tonnes,Lithuania,71013953448.2085,0.004041770206622555
LUX,92549362.72452591,93969.74913772286,vegetal,tonnes,Luxembourg,81641807865.7591,0.0011336025639792514
LVA,315725676.2462033,769356.5943096587,vegetal,tonnes,Latvia,40422521943.4418,0.0078106377600081186
MAR,4454349974.749606,11401631.303013472,vegetal,tonnes,Morocco,130912558829.84,0.034025383160826955
MDA,138448002.09233028,527279.551578274,vegetal,tonnes,Moldova,14510490660.2516,0.009541235050829749
MDG,3461768358.1797156,9282816.227977993,vegetal,tonnes,Madagascar,15302510500.0528,0.22622225014436495
MEX,16666729506.440071,58707538.03511111,vegetal,tonnes,Mexico,1463323889036.56,0.011389638091272674
MKD,603346346.6204841,1076177.4442927784,vegetal,tonnes,North Macedonia,13711469681.1535,0.044003039838230285
MLI,990572018.7571354,2402479.9123222847,vegetal,tonnes,Mali,18780322203.7584,0.0527452089484864
MLT,4278245.947650375,6853.824656064664,vegetal,tonnes,Malta,18357069272.7682,0.00023305713368946862
MMR,12183581708.45951,25152584.70920898,vegetal,tonnes,Myanmar,62253049891.6449,0.1957105993949815
MNE,87313603.00072527,118988.84566562825,vegetal,tonnes,Montenegro,6229801580.79157,0.014015470937299266
MNG,52501462.5456779,101491.79525418032,vegetal,tonnes,Mongolia,17146471713.748,0.00306193970527373
MOZ,2440818713.1900425,5205112.063570992,vegetal,tonnes,Mozambique,18406835494.9468,0.13260392933158535
MRT,126515182.90438505,243531.3547567182,vegetal,tonnes,Mauritania,9744039514.55646,0.01298385363846135
MUS,153605744.79385838,2032262.0496393195,vegetal,tonnes,Mauritius,12927979286.0453,0.011881651524586156
MWI,4424681757.426495,9617821.469747296,vegetal,tonnes,Malawi,13129458325.7379,0.3370041358639081
MYS,12834231151.642118,47086467.86163505,vegetal,tonnes,Malaysia,407027451714.616,0.03153161069991106
NAM,345072256.8945639,215030.87549125467,vegetal,tonnes,Namibia,12567271004.6761,0.027458010316334193
NER,977416646.3878896,2553162.7093166737,vegetal,tonnes,Niger,15433852712.2963,0.06332940093494428
NGA,24052601504.635548,40457919.571300805,vegetal,tonnes,Nigeria,472624596925.938,0.0508915567684783
NIC,788953795.9943931,4184434.961272985,vegetal,tonnes,Nicaragua,15649934214.9276,0.0504125950409334
NLD,2253036587.780606,6417877.868772979,vegetal,tonnes,Netherlands,1009398719033.08,0.0022320581008254373
NOR,302961851.2677969,484644.8990171423,vegetal,tonnes,Norway,593726965415.619,0.0005102713349994444
NPL,5664630561.114262,13372520.286105374,vegetal,tonnes,Nepal,41182939600.67,0.13754798992110084
NZL,3037776500.2637796,4115223.332471688,vegetal,tonnes,New Zealand,246733522841.353,0.012311973116912197
OMN,1348815466.8666227,1008331.903200634,vegetal,tonnes,Oman,114667360208.062,0.011762854437559386
PAK,12123720208.83617,47357883.52059652,vegetal,tonnes,Pakistan,374787958882.308,0.03234821162609255
PAN,626204923.1354225,2087131.0767385527,vegetal,tonnes,Panama,76522511780.6222,0.008183277163335306
PER,9630437609.577765,23435235.889757596,vegetal,tonnes,Peru,246488757636.211,0.03907049433788449
PHL,12512671756.849506,44733964.297824994,vegetal,tonnes,Philippines,404353369604.631,0.030944893000605284
PNG,2282999200.3340597,6398761.565414265,vegetal,tonnes,Papua New Guinea,31603619036.6338,0.07223853691210767
POL,11258658279.48103,23223308.178501286,vegetal,tonnes,Poland,689763329458.441,0.016322494685707085
PRK,0.0,0.0,vegetal,tonnes,Korea,,
PRT,3874603098.656844,3416569.722662361,vegetal,tonnes,Portugal,255196659934.378,0.015182812736080365
PRY,2106591855.417792,7519769.727265205,vegetal,tonnes,Paraguay,41952910858.0846,0.050213246526416844
QAT,925358.5032523705,1348.4343301892163,vegetal,tonnes,Qatar,235770403734.9,3.924828937786622e-06
ROU,4007917992.6271443,8207452.112276701,vegetal,tonnes,Romania,298891515898.026,0.013409273195946257
RUS,8503169402.110781,33557177.88847803,vegetal,tonnes,Russian Federation,2266029240645.34,0.003752453520718547
RWA,3353335753.521141,5563217.5491668815,vegetal,tonnes,Rwanda,13316160803.5187,0.25182451631517144
SAU,2192913472.569818,1138036.1567710773,vegetal,tonnes,Saudi Arabia,1108571466666.67,0.0019781435284128533
SDN,3113361011.053263,5202614.222871639,vegetal,tonnes,Sudan,51666875363.0963,0.060258356813213045
SEN,1367586616.121087,4665272.898967182,vegetal,tonnes,Senegal,27619479059.6131,0.04951529365088049
SGP,4002021.0993326292,3707.5749184413717,vegetal,tonnes,Singapore,498474540987.78,8.028536605705481e-06
SLB,124552050.48146394,245452.0475999466,vegetal,tonnes,Solomon Islands,1566360686.10632,0.07951683899260589
SLE,359429372.0000746,832006.63004004,vegetal,tonnes,Sierra Leone,4094563859.43556,0.08778208970213065
SLV,890605408.3506827,5262540.9543339675,vegetal,tonnes,El Salvador,31988920000.0,0.02784105897762984
SOM,138852160.20051724,379839.1171417672,vegetal,tonnes,Somalia,10419541202.0391,0.013326129961782186
SRB,524847676.1629846,1426157.838421688,vegetal,tonnes,Serbia,63563410720.7093,0.008257072271799702
SSD,466633689.97353375,977817.8239879402,vegetal,tonnes,South Sudan,,
STP,15198975.119553978,35522.04692476044,vegetal,tonnes,Sao Tome and Principe,542686976.457587,0.02800689122625708
SUR,123980997.698417,272019.00011594006,vegetal,tonnes,Suriname,3620987993.32637,0.03423954951712601
SVK,424519869.25780743,1286257.20198852,vegetal,tonnes,Slovak Republic,115584743573.553,0.0036728019298469254
SVN,274589145.3486948,453579.6807219014,vegetal,tonnes,Slovenia,60063475466.3446,0.004571649296294143
SWE,557041908.7316542,1881609.0404923395,vegetal,tonnes,Sweden,590409594949.102,0.0009434838347768985
SWZ,147087012.04366186,2799853.875515479,vegetal,tonnes,Eswatini,4790922788.70864,0.030701186082631095
SYR,0.0,0.0,vegetal,tonnes,Syrian Arab Republic,8980060818.72145,0.0
TCD,684690270.9052144,1263909.977176115,vegetal,tonnes,Chad,12396807590.173,0.05523117673036816
TGO,430972101.9781961,1386083.8115667002,vegetal,tonnes,Togo,8169476148.95692,0.05275394580021177
THA,14270834703.135798,73530851.72715189,vegetal,tonnes,Thailand,495645210972.751,0.02879243940464576
TJK,2016610164.4379163,3403365.5434502093,vegetal,tonnes,Tajikistan,10713525200.3998,0.18823030951219136
TKM,315980279.72405523,544895.8516923018,vegetal,tonnes,Turkmenistan,56542857142.8571,0.005588332385215736
TLS,124762840.19839807,182940.39112158184,vegetal,tonnes,Timor-Leste,3204753000.0,0.03893056350938686
TUN,723268493.3763936,2005174.7949680611,vegetal,tonnes,Tunisia,44579761022.8993,0.016224144696623026
TUR,25227264005.434864,39851500.75110011,vegetal,tonnes,Turkiye,907118435952.688,0.027810331050035705
TZA,8697834789.838669,17267958.097396534,vegetal,tonnes,Tanzania,75769974505.0106,0.11479263186585194
UGA,2368091768.2981024,8014631.6560611585,vegetal,tonnes,Uganda,45565333216.4142,0.051971347538506185
UKR,5868911226.510822,24684403.039972257,vegetal,tonnes,Ukraine,161989520721.19,0.036230190696175724
URY,1117330184.552517,2326175.860666448,vegetal,tonnes,Uruguay,70164683290.3776,0.015924395752324988
USA,71203640985.59532,160474132.39701286,vegetal,tonnes,United States,25744100000000.0,0.002765823663891739
UZB,3303714054.5306416,7615187.990495221,vegetal,tonnes,Uzbekistan,81140823252.4164,0.04071580644743158
VEN,3529094787.294485,6085400.620966318,vegetal,tonnes,Venezuela,482359318767.703,0.007316319287269837
VNM,18127824920.088436,40705609.161779195,vegetal,tonnes,Viet Nam,410324028883.325,0.044179291594066146
YEM,1348245064.6744547,1527461.8412864837,vegetal,tonnes,Yemen,21606160663.0318,0.06240095525075428
ZAF,4639523626.629688,19409627.597989075,vegetal,tonnes,South Africa,405270850098.738,0.011447957891615793
ZMB,936532543.5962523,2853437.431415069,vegetal,tonnes,Zambia,29163782140.4858,0.03211286310825019
ZWE,1213292413.3673518,2343911.0619139327,vegetal,tonnes,Zimbabwe,27366627153.0954,0.044334744160466184
AFG,880047378.1376684,11061.6394367086,animal,1000 heads,Afghanistan,14502158192.0904,0.06068389038933899
AGO,752715719.3502635,20026.555708465574,animal,1000 heads,Angola,104399746853.401,0.007209938165915605
ALB,537657301.1439469,6869.75951134,animal,1000 heads,Albania,18916378860.5488,0.028422844832382912
ARE,452855737.4239205,12406.699760406493,animal,1000 heads,United Arab Emirates,507063968277.74,0.0008930939008781484
ARG,10498020198.15192,68929.25696999999,animal,1000 heads,Argentina,631133384439.944,0.01663359989658552
ARM,484778260.6701272,2691.3602474299996,animal,1000 heads,Armenia,19513474648.2429,0.024843256744835
AUS,11020867787.150333,85844.54375400001,animal,1000 heads,Australia,1692956646855.7,0.006509834618399241
AUT,1054227802.0697395,3428.27405257,animal,1000 heads,Austria,470941926750.741,0.0022385515966764167
AZE,784157774.4168675,8972.0818769,animal,1000 heads,Azerbaijan,78807470588.2353,0.009950297459920376
BDI,107318878.41714951,2224.9411646728513,animal,1000 heads,Burundi,3338722827.65691,0.03214369205138993
BEL,1420296961.6765616,8305.565199196,animal,1000 heads,Belgium,583613982019.263,0.0024336239456814158
BEN,213795918.85039753,6781.478374237061,animal,1000 heads,Benin,17425418044.2906,0.01226919883970573
BFA,314199443.1129677,8233.851165527343,animal,1000 heads,Burkina Faso,18820219331.2261,0.01669478115973148
BGD,3338840805.0550246,78319.2996509517,animal,1000 heads,Bangladesh,460131688909.301,0.007256272248863002
BGR,451887214.42327315,5079.135491999999,animal,1000 heads,Bulgaria,90346169914.9349,0.005001730730242863
BHR,81744146.03070599,1387.5055017089844,animal,1000 heads,Bahrain,44383297872.3404,0.0018417771988423783
BHS,21543803.460272036,2841.827970703125,animal,1000 heads,Bahamas,13136400000.0,0.0016400081803440848
BIH,64899521.97076756,1418.9099013671876,animal,1000 heads,Bosnia and Herzegovina,24534663636.1778,0.0026452175148254085
BLR,933382965.4459819,3970.5056454999994,animal,1000 heads,Belarus,73775179924.603,0.012651720624739697
BLZ,45118855.23284029,910.2308069059999,animal,1000 heads,Belize,2830507575.6841,0.01594019942586997
BOL,2445769470.655116,92466.157009917,animal,1000 heads,Bolivia,44008282879.8842,0.0555752079064429
BRA,40247004998.16415,487242.37409999996,animal,1000 heads,Brazil,1951923942083.32,0.020619146130872224
BRB,45665122.919256866,2924.025528869629,animal,1000 heads,Barbados,5840673700.0,0.007818468427581713
BTN,45096091.88462667,660.6393451700001,animal,1000 heads,Bhutan,2898227713.22315,0.015559885677331693
BWA,89120197.06326848,1142.050164507866,animal,1000 heads,Botswana,20321958850.0363,0.004385413715327412
CAF,194645067.87526703,3827.140032699585,animal,1000 heads,Central African Republic,2382618615.01694,0.08169375772038243
CAN,4757397759.963661,36175.565738799996,animal,1000 heads,Canada,2161483369422.01,0.0022009874455965906
CHE,489058573.30449706,1406.52499504255,animal,1000 heads,Switzerland,818426550206.45,0.0005975595160996805
CHL,3377281026.8115635,59087.472520688716,animal,1000 heads,Chile,302116539409.03,0.011178735971945995
CHN,100923188793.09227,1318376.1988,animal,1000 heads,China,17881783387000.9,0.005643910711191035
CIV,186557967.54407787,19827.48638388276,animal,1000 heads,Cote d'Ivoire,70173140101.4315,0.0026585381140763883
CMR,997126916.3238615,31413.35099627685,animal,1000 heads,Cameroon,43644068310.851,0.02284679121162385
COD,150138298.68753755,8209.796312400818,animal,1000 heads,Congo,65801547619.5974,0.0022816833968023953
COG,25292715.20903436,1481.3460108184815,animal,1000 heads,Congo,15817030156.9459,0.001599081177570323
COL,10099843556.34799,126974.16728000001,animal,1000 heads,Colombia,345329875078.512,0.02924694411119731
CPV,41096236.037862085,1258.1812196655274,animal,1000 heads,Cabo Verde,2303738020.15148,0.017838936406128263
CRI,1252626580.7530963,16297.131732421876,animal,1000 heads,Costa Rica,69243626028.5936,0.018090135548878308
CUB,1191275510.417053,28927.8366875,animal,1000 heads,Cuba,,
CYP,370066457.63796574,2500.4635906372073,animal,1000 heads,Cyprus,29250532020.0746,0.012651614588889857
CZE,512004991.09484583,2175.40637067252,animal,1000 heads,Czechia,290565654835.809,0.0017620974212666886
DEU,17103233556.305025,71167.21593529999,animal,1000 heads,Germany,4082469490797.68,0.00418943328170793
DJI,15001451.35279617,222.35509712600708,animal,1000 heads,Djibouti,3674298479.07676,0.00408280694620258
DMA,11158753.298234485,236.725984375,animal,1000 heads,Dominica,607159259.259259,0.01837862657624342
DNK,2190273044.4458365,7245.989876953125,animal,1000 heads,Denmark,400167196948.707,0.005473394773851449
DOM,1506675804.6302328,104670.9414844055,animal,1000 heads,Dominican Republic,113537368176.13,0.013270307642616249
DZA,3278947414.743451,52750.76686083985,animal,1000 heads,Algeria,225560256621.757,0.01453690230651729
ECU,3441200710.3125772,131972.459855,animal,1000 heads,Ecuador,116586000000.0,0.029516414580760788
EGY,10922749288.953136,94662.9653703,animal,1000 heads,Egypt,476747720364.742,0.022910962805646026
ERI,88102832.82819939,1932.6758337402343,animal,1000 heads,Eritrea,,
ESP,10770449684.974392,67463.93035263,animal,1000 heads,Spain,1417800466262.65,0.007596590593149903
EST,196779033.38404924,784.5298061523438,animal,1000 heads,Estonia,37921480881.5429,0.005189117851139229
ETH,3210890068.01824,73150.65446484376,animal,1000 heads,Ethiopia,126772703047.701,0.02532792936354818
FIN,238453161.81650564,550.48020949169,animal,1000 heads,Finland,281887430795.721,0.0008459162621880384
FRA,7214828660.210472,41752.377314818,animal,1000 heads,France,2779092236505.85,0.0025961098251570335
