Country Code (ISO3),macro_impact,physical_volume,type,physical_unit,Country Name,gdp2022,relative impact
AFG,1353847382.4964037,1815448.2586741936,vegetal,tonnes,Afghanistan,14502158192.0904,0.0933548899800861
AGO,3291401050.31548,6329405.973034268,vegetal,tonnes,Angola,104399746853.401,0.03152690642954617
ALB,881637353.4108748,1325212.7072027384,vegetal,tonnes,Albania,18916378860.5488,0.04660708901583592
ARE,639707132.3208915,338581.2135317024,vegetal,tonnes,United Arab Emirates,507063968277.74,0.0012615905927878853
ARG,20004742276.0882,34619471.125087194,vegetal,tonnes,Argentina,631133384439.944,0.0316965363729571
ARM,892705707.198722,1490349.3147826367,vegetal,tonnes,Armenia,19513474648.2429,0.045748167524798364
AUS,7240493766.569355,30562275.24251949,vegetal,tonnes,Australia,1692956646855.7,0.004276833538541582
AUT,1061912960.671994,2239177.8334238348,vegetal,tonnes,Austria,470941926750.741,0.0022548702936658273
AZE,661470194.1860508,1605972.6933369285,vegetal,tonnes,Azerbaijan,78807470588.2353,0.008393496063871865
BDI,811252046.5351135,1820964.781689188,vegetal,tonnes,Burundi,3338722827.65691,0.24298274771866699
BEL,523486790.9115591,1132504.6436558005,vegetal,tonnes,Belgium,583613982019.263,0.0008969743821084135
BEN,1252491853.390389,2853714.9683449212,vegetal,tonnes,Benin,17425418044.2906,0.0718772915637892
BFA,492013544.8183197,875976.6555910045,vegetal,tonnes,Burkina Faso,18820219331.2261,0.026142816731257824
BGD,6441166061.759218,10860992.668080363,vegetal,tonnes,Bangladesh,460131688909.301,0.013998527415113263
BGR,1945528909.078701,4703765.227437425,vegetal,tonnes,Bulgaria,90346169914.9349,0.02153416034028345
BHR,747070.8343311172,600.877115035507,vegetal,tonnes,Bahrain,44383297872.3404,1.683225154831702e-05
BHS,46309226.34053233,79396.7726902319,vegetal,tonnes,Bahamas,13136400000.0,0.00352526006672546
BIH,165998557.9311717,290375.7150041606,vegetal,tonnes,Bosnia and Herzegovina,24534663636.1778,0.006765878692805761
BLR,482847791.12499243,1955871.0606395302,vegetal,tonnes,Belarus,73775179924.603,0.006544854131409165
BLZ,205936739.78953525,1520841.038171411,vegetal,tonnes,Belize,2830507575.6841,0.0727561168034545
BOL,1815152102.1930678,4404490.744206515,vegetal,tonnes,Bolivia,44008282879.8842,0.04124569247901189
BRA,33083596220.537632,208913783.1874433,vegetal,tonnes,Brazil,1951923942083.32,0.016949224048774653
BRB,19354438.373143863,105370.22300962576,vegetal,tonnes,Barbados,5840673700.0,0.003313733888805304
BTN,246478758.99629807,241781.93346381438,vegetal,tonnes,Bhutan,2898227713.22315,0.08504464913910662
BWA,159788260.4652527,121738.46623747266,vegetal,tonnes,Botswana,20321958850.0363,0.00786283751701265
CAF,187244298.61223286,393404.7761591461,vegetal,tonnes,Central African Republic,2382618615.01694,0.07858760837008805
CAN,2641253324.388969,6515727.5861586565,vegetal,tonnes,Canada,2161483369422.01,0.001221963287691291
CHE,282286870.36197907,356278.90759296075,vegetal,tonnes,Switzerland,818426550206.45,0.00034491411635017405
CHL,4203199470.1809406,6139517.593917171,vegetal,tonnes,Chile,302116539409.03,0.013912510312751552
CHN,289163153021.9195,348317485.0389986,vegetal,tonnes,China,17881783387000.9,0.016170822941079
CIV,3414864736.278713,7186829.448752447,vegetal,tonnes,Cote d'Ivoire,70173140101.4315,0.04866341639183753
CMR,4892528553.982035,11010266.135942701,vegetal,tonnes,Cameroon,43644068310.851,0.1121006529257409
COD,4872275393.50432,15432079.522244051,vegetal,tonnes,Congo,65801547619.5974,0.07404499696072848
COG,291367966.2630215,827141.740093504,vegetal,tonnes,Congo,15817030156.9459,0.018421155132910334
COL,13213841423.197746,41556098.54989845,vegetal,tonnes,Colombia,345329875078.512,0.03826440275459379
CPV,31657508.539958797,36516.15771632928,vegetal,tonnes,Cabo Verde,2303738020.15148,0.013741800614063394
CRI,3217902034.61263,6117718.065466224,vegetal,tonnes,Costa Rica,69243626028.5936,0.04647217685110573
CUB,2286907058.9027424,5866241.903971561,vegetal,tonnes,Cuba,,
CYP,113792468.29191457,179678.87264887284,vegetal,tonnes,Cyprus,29250532020.0746,0.003890270037270397
CZE,518086050.6666001,1361646.1422156428,vegetal,tonnes,Czechia,290565654835.809,0.0017830257707482904
DEU,11288215088.502733,29240032.18975104,vegetal,tonnes,Germany,4082469490797.68,0.0027650457924909343
DJI,2157100.885502981,2464.9247190710953,vegetal,tonnes,Djibouti,3674298479.07676,0.0005870782947511099
DMA,62408288.26492371,63145.66810272155,vegetal,tonnes,Dominica,607159259.259259,0.10278734502223108
DNK,795901488.4324409,2721600.568888393,vegetal,tonnes,Denmark,400167196948.707,0.0019889223667037825
DOM,4799956868.779452,7374425.904611428,vegetal,tonnes,Dominican Republic,113537368176.13,0.04227644999955698
DZA,5283165284.183994,8147097.802954051,vegetal,tonnes,Algeria,225560256621.757,0.023422412100919703
ECU,4117520641.3609695,14331843.185673226,vegetal,tonnes,Ecuador,116586000000.0,0.035317453565273445
EGY,10960400436.836372,27555903.62099175,vegetal,tonnes,Egypt,476747720364.742,0.02298993779865581
ERI,86147199.7971912,174106.0238502388,vegetal,tonnes,Eritrea,,
ESP,14596617163.706816,23769137.43268891,vegetal,tonnes,Spain,1417800466262.65,0.010295254876156013
EST,266459177.30943352,601324.5570342113,vegetal,tonnes,Estonia,37921480881.5429,0.007026602630360995
ETH,8830310680.424215,13265007.973013459,vegetal,tonnes,Ethiopia,126772703047.701,0.06965466908993506
FIN,299430032.6248065,592124.5993975288,vegetal,tonnes,Finland,281887430795.721,0.0010622326500318432
