Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,3799468.5,16789192.0
Ct,315918.25,1533522.0
Dk,41176.0,245110.81
Gt,0.0,0.0
Ho,7181.939453125,56888.543
Pg,1766848.875,12417245.0
Sh,27833.02734375,142205.88
