Animal,clipped_PA_surf,total_surf
Bf,208634.22,322657.97
Ch,9426292.0,16703907.0
Ct,641538.25,1079435.8
Dk,6518.92,11903.619
Gt,184217.78,303279.7
Ho,913.0902,1365.3286
Pg,34605.26,69664.21
Sh,4579.4185,7534.38
