Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,270935.53125,357342.2
Ct,4017.8720703125,5238.8457
Dk,27895.529296875,36640.01
Gt,6736.61279296875,9367.788
Ho,0.0,0.0
Pg,5093.9892578125,6820.791
Sh,28751.2890625,39559.125
