Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,769671.9375,2025948.2
Ct,241491.78125,693250.9
Dk,0.0,81.07469
Gt,306486.8125,768366.4
Ho,1051.517822265625,2299.1455
Pg,158932.515625,457871.66
Sh,178984.703125,477729.44
