Animal,clipped_PA_surf,total_surf
Bf,114.75104,249.8374
Ch,8512488.0,17283998.0
Ct,4682182.0,14212628.0
Dk,486815.5,1308586.8
Gt,53996.914,145896.06
Ho,101698.25,275472.12
Pg,440925.6,1263130.1
Sh,173820.31,497911.38
