Animal,clipped_PA_surf,total_surf
Bf,0.58790135,0.58790135
Ch,33521726.0,161975570.0
Ct,4273276.0,13696538.0
Dk,131840.38,404131.25
Gt,2155009.5,5879869.5
Ho,95464.695,315895.3
Pg,318774.44,1522056.4
Sh,6496715.0,23933712.0
