Animal,clipped_PA_surf,total_surf
Bf,24.664818,29.942102
Ch,27382074.0,246144200.0
Ct,4646092.0,19367052.0
Dk,3944071.2,27283164.0
Gt,307836.75,1257692.0
Ho,114063.42,396847.75
Pg,1836130.4,13066808.0
Sh,2417082.5,7034662.0
