Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,2800673.5,9647795.0
Ct,139199.53125,440757.62
Dk,31576.39453125,71901.234
Gt,27378.853515625,61442.703
Ho,9509.240234375,21686.309
Pg,334592.21875,1161235.1
Sh,288922.40625,600140.0
