Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,40640372.0,64193320.0
Ct,1335533.375,1750465.5
Dk,0.0,0.0
Gt,4630174.0,9275244.0
Ho,1180.0206298828125,1984.792
Pg,0.0,0.0
Sh,4971507.5,9575514.0
