Country Code (ISO3),macro_impact,physical_volume,type,physical_unit,Country Name,gdp2022,relative impact
AFG,1298716455.361908,1736460.7752720243,vegetal,tonnes,Afghanistan,14502158192.0904,0.08955332290267244
AGO,2399521085.774414,4647808.871493111,vegetal,tonnes,Angola,104399746853.401,0.022983974177100654
ALB,679644320.4741871,1012470.1960744195,vegetal,tonnes,Albania,18916378860.5488,0.035928880759077235
ARE,720204252.8782156,383861.3474778213,vegetal,tonnes,United Arab Emirates,507063968277.74,0.0014203420040363227
ARG,12906978896.952696,21993915.71232013,vegetal,tonnes,Argentina,631133384439.944,0.02045047721315853
ARM,760914360.9454544,1267290.2125489009,vegetal,tonnes,Armenia,19513474648.2429,0.03899430391880368
AUS,5190911686.514683,24467010.49757482,vegetal,tonnes,Australia,1692956646855.7,0.0030661811075644945
AUT,1063296505.5415449,2241039.606148768,vegetal,tonnes,Austria,470941926750.741,0.0022578081184611194
AZE,521856213.07935655,1264881.133479553,vegetal,tonnes,Azerbaijan,78807470588.2353,0.006621912988503673
BDI,686116485.2999512,1494513.564390786,vegetal,tonnes,Burundi,3338722827.65691,0.2055026789335078
BEL,496649802.8292336,1072571.3318308417,vegetal,tonnes,Belgium,583613982019.263,0.0008509902403483558
BEN,1220075379.2486722,2772625.1381211644,vegetal,tonnes,Benin,17425418044.2906,0.07001699334544385
BFA,491133049.90417826,874202.487681941,vegetal,tonnes,Burkina Faso,18820219331.2261,0.02609603221197858
BGD,5533986232.016371,9308263.372787206,vegetal,tonnes,Bangladesh,460131688909.301,0.012026961770736038
BGR,1887836747.873477,4558275.789752256,vegetal,tonnes,Bulgaria,90346169914.9349,0.020895592471169087
BHR,7640682.91726974,5410.3564397310165,vegetal,tonnes,Bahrain,44383297872.3404,0.00017215221228595096
BHS,46069015.04102097,79240.53862245847,vegetal,tonnes,Bahamas,13136400000.0,0.0035069741360662715
BIH,217960006.38358423,372004.9582228855,vegetal,tonnes,Bosnia and Herzegovina,24534663636.1778,0.00888375767508748
BLR,576368471.2698424,2353998.656967157,vegetal,tonnes,Belarus,73775179924.603,0.007812498347803168
BLZ,209256906.95347103,1551123.2385223054,vegetal,tonnes,Belize,2830507575.6841,0.07392911036561918
BOL,1802633811.153041,4238920.803613907,vegetal,tonnes,Bolivia,44008282879.8842,0.04096123941197917
BRA,22020007715.907593,115454520.5313594,vegetal,tonnes,Brazil,1951923942083.32,0.01128118121877499
BRB,19354438.373143863,105370.22300962576,vegetal,tonnes,Barbados,5840673700.0,0.003313733888805304
BTN,236567461.69892323,229695.07312694934,vegetal,tonnes,Bhutan,2898227713.22315,0.08162487047500973
BWA,144291183.26801175,111170.17954644372,vegetal,tonnes,Botswana,20321958850.0363,0.0071002595927288775
CAF,135434952.5443157,295374.76314494724,vegetal,tonnes,Central African Republic,2382618615.01694,0.056842900366306744
CAN,1695415516.2551847,4018320.9560562056,vegetal,tonnes,Canada,2161483369422.01,0.0007843759245339676
CHE,672674432.478269,844071.3622749626,vegetal,tonnes,Switzerland,818426550206.45,0.000821911791972762
CHL,2790028725.1527987,4148883.4336828315,vegetal,tonnes,Chile,302116539409.03,0.009234942021414557
CHN,234552064996.12894,282464956.0010445,vegetal,tonnes,China,17881783387000.9,0.013116816142993643
CIV,2999130868.5342846,6344862.238103705,vegetal,tonnes,Cote d'Ivoire,70173140101.4315,0.04273901473126615
CMR,4839706863.634542,10844210.65228374,vegetal,tonnes,Cameroon,43644068310.851,0.11089036954951496
