Country Code (ISO3),macro_impact,physical_volume,type,physical_unit,Country Name,gdp2022,relative impact
AFG,1286454793.4142833,1716166.9989881914,vegetal,tonnes,Afghanistan,14502158192.0904,0.08870781689003548
AGO,2887325353.0077853,5547219.900492026,vegetal,tonnes,Angola,104399746853.401,0.02765644017376969
ALB,826002195.609267,1245906.695923665,vegetal,tonnes,Albania,18916378860.5488,0.04366597865788902
ARE,667391708.0294576,353614.6384807601,vegetal,tonnes,United Arab Emirates,507063968277.74,0.001316188389990076
ARG,14626177771.187376,25235743.288131304,vegetal,tonnes,Argentina,631133384439.944,0.023174463800811892
ARM,850473917.0350839,1415023.744747132,vegetal,tonnes,Armenia,19513474648.2429,0.04358393020033801
AUS,6096629380.748026,26849702.69627192,vegetal,tonnes,Australia,1692956646855.7,0.003601172771949709
AUT,1061912960.671994,2239177.8334238348,vegetal,tonnes,Austria,470941926750.741,0.0022548702936658273
AZE,586834445.2781303,1433498.6494181026,vegetal,tonnes,Azerbaijan,78807470588.2353,0.007446431675802767
BDI,777864528.6080849,1719425.2399674025,vegetal,tonnes,Burundi,3338722827.65691,0.23298266096379863
BEL,504196823.4755361,1091025.611343973,vegetal,tonnes,Belgium,583613982019.263,0.0008639217685139258
BEN,1265235010.321942,2898812.8547693393,vegetal,tonnes,Benin,17425418044.2906,0.07260858862071855
BFA,491555565.0968257,875063.4450094801,vegetal,tonnes,Burkina Faso,18820219331.2261,0.02611848227938807
BGD,5339306034.749231,9026971.430940576,vegetal,tonnes,Bangladesh,460131688909.301,0.011603865074812723
BGR,1922156795.145413,4645622.733659408,vegetal,tonnes,Bulgaria,90346169914.9349,0.021275465212916192
BHR,747070.8343311172,600.877115035507,vegetal,tonnes,Bahrain,44383297872.3404,1.683225154831702e-05
BHS,46069015.04102097,79240.53862245847,vegetal,tonnes,Bahamas,13136400000.0,0.0035069741360662715
BIH,188033603.67013222,324662.6324528691,vegetal,tonnes,Bosnia and Herzegovina,24534663636.1778,0.007663997618164434
BLR,530070355.2333513,2150427.9607773777,vegetal,tonnes,Belarus,73775179924.603,0.007184941545043663
