Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,662976.25,2339625.5
Ct,316093.8125,802400.1
Dk,199.2523193359375,584.1787
Gt,696745.25,2387214.2
Ho,0.0,0.0
Pg,185255.3125,542282.0
Sh,155312.5,402490.88
