Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,22252920.0,38660280.0
Ct,6170664.5,10326338.0
Dk,77975.9453125,159930.1
Gt,9762297.0,20088884.0
Ho,237234.078125,528757.3
Pg,17481.83203125,79099.09
Sh,6318613.5,14423528.0
