Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,132767.9375,273000.0
Ct,629.9556274414062,1100.0001
Dk,18459.662109375,34000.0
Gt,3034.023193359375,5722.0
Ho,175.85910034179688,292.0
Pg,17093.173828125,35266.0
Sh,1654.350830078125,3240.0
