Animal,clipped_PA_surf,total_surf
Bf,4303.7744,9522.409
Ch,3533274.5,12894094.0
Ct,207355.64,551749.94
Dk,429761.56,1510322.1
Gt,126764.484,290931.9
Ho,18954.453,41566.906
Pg,215479.69,545973.5
Sh,491452.2,1331593.5
