Country Code (ISO3),Crop,Item Code (CPC),clipped_PA_surf,total_surf,yield,price
AFG,alfalfa,01912,112.2101593017578,174.08534,,
AFG,almond,01371,3113.017578125,6001.171,1742.0,
AFG,aniseetc,01654,722.72314453125,1172.7765,704.0,
AFG,apple,01341,4443.5791015625,9298.334,10556.0,
AFG,apricot,01343,2776.7099609375,5826.899,6378.7,
AFG,artichoke,01216,0.1543152630329132,0.23620692,,
AFG,asparagus,01211,0.1368868798017501,0.21006258,,
AFG,banana,01312,16.382741928100586,17.712723,12687.326315789474,600.6999999999999
AFG,barley,0115,25602.423828125,96544.5,1528.4,862.4
AFG,bean,01701,159.0499267578125,325.16797,1562.73,1180.675
AFG,beetfor,01801,3.0025384426116943,4.4703245,16839.7,965.1
AFG,berrynes,01355.90,391.9751586914063,828.3183,4099.7,
AFG,broadbean,01702,0.4988033771514892,3.6360507,2022.3166666666664,1088.1
AFG,buckwheat,01192,0.9677950143814088,1.4306772,,
AFG,cabbagefor,01212,0.0,0.0,17572.441666666666,277.85
AFG,cabbage,01212,38.84150314331055,83.74726,17572.441666666666,277.85
AFG,carrotfor,01251,0.0,0.0,13045.65,722.1999999999999
AFG,carrot,01251,73.32262420654297,122.267815,13045.65,722.1999999999999
AFG,castor,01447,0.1689833402633667,0.50409776,,
AFG,cauliflower,01213,3.9442663192749023,7.919676,,
AFG,cerealnes,01199.01,0.5079007148742676,3.7664943,,
AFG,cherry,01344.02,6.939396858215332,14.866257,,
AFG,chickpea,01703,12.515524864196776,44.082577,,
AFG,chilleetc,01231,1.1289408206939695,2.0471659,6726.175,1242.1
AFG,citrusnes,01329,24.714906692504883,42.17724,9147.5,
AFG,cotton,01921.01,18805.4375,70721.81,1320.6,408.8
AFG,cucumberetc,01232,65.06719970703125,113.18953,14003.34,778.5
AFG,date,01314,41.96702575683594,69.43313,6005.742857142858,1103.2
AFG,eggplant,01233,5.317461967468262,9.852764,13908.78888888889,551.7
AFG,fig,01315,230.25021362304688,366.3661,5929.9,
AFG,fornes,01919.96,418.4889526367188,617.05707,,
AFG,fruitnes,01319,1714.302978515625,3265.7988,,
AFG,garlic,01252,4.618229866027832,11.621388,9704.7,545.1
AFG,grapefruitetc,01321,0.690280556678772,1.0840821,,
AFG,grape,01330,12748.177734375,28846.172,9825.0,1715.4
AFG,grassnes,01919.91,268.7477722167969,398.69583,,
AFG,greenbean,01241.90,21.73337173461914,34.060677,6485.990909090909,1372.85
AFG,greenbroadbean,01243,0.1484028249979019,0.30553976,,
AFG,greenpea,01242,10.82815647125244,20.96961,4026.9666666666662,827.2
AFG,groundnut,0142,73.822998046875,120.65146,1034.35,765.4375
AFG,hazelnut,01374,10.280887603759766,16.834112,,
AFG,jutelikefiber,01922.02,0.8978455066680908,1.6728994,,
AFG,jute,01922.01,0.2318636775016784,1.604837,,
AFG,kiwi,01352,1.2360281944274902,2.1277158,,
AFG,legumenes,01290.90,0.0,0.0,8995.0,205.2
AFG,lemonlime,01322,15.47484302520752,24.849228,7351.771428571429,1410.2
AFG,lentil,01704,64.57727813720703,91.38467,,
AFG,lettuce,01214,1.947430729866028,3.3364172,14676.0,354.95
AFG,linseed,01441,3000.900390625,8397.591,904.3,
AFG,maizefor,0112,183.8373107910156,488.28308,2237.4,488.3
AFG,maize,0112,42604.578125,143388.0,2237.4,488.3
AFG,mango,01316,4.918292999267578,14.784206,9477.3,849.6833333333334
AFG,melonetc,01229,5734.4267578125,14374.831,10754.8,865.7
AFG,millet,0118,1676.7451171875,3112.7178,1577.1,516.9125
AFG,mixedgrass,01919.93,204.0566864013672,959.82526,,
AFG,nutnes,01379.90,266.0168151855469,552.1099,838.7,
AFG,oats,0117,1.2387375831604004,1.5589007,,
AFG,oilseedfor,01449.90,0.0,0.0,1045.23,267.7
