Country Code (ISO3),Country Code (M49),Animal,heads_on_PA,total_heads,total volume
AFG,4,Bf,148.63544,840.0013,
AFG,4,Ch,3889085.2,12092643.0,149581501.916
AFG,4,Ct,1474815.2,5268365.0,1910657234.009
AFG,4,Dk,102795.32,390565.3,
AFG,4,Gt,2179225.5,7746219.0,363679062.532
AFG,4,Ho,44524.28,172977.95,
AFG,4,Pg,7.8012686,35.31682,
AFG,4,Sh,3371037.5,13245412.0,765256592.541
ALB,8,Bf,64.60834,115.64902,
ALB,8,Ch,4489263.0,8554729.0,155531696.93653846
ALB,8,Ct,269591.3,504152.53,574034378.01158
ALB,8,Dk,525599.5,1003687.5,
ALB,8,Gt,473671.56,931509.75,91093184.20085712
ALB,8,Ho,14809.759,30934.459,
ALB,8,Pg,83643.984,171476.19,31353925.68
ALB,8,Sh,1013115.8,1917048.2,165502224.03184286
DZA,12,Bf,0.0,0.0,
DZA,12,Ch,42197052.0,133532600.0,1722335151.204
DZA,12,Ct,809466.1875,2145168.0,2984129624.6256
DZA,12,Dk,18486.974609375,59867.188,
DZA,12,Gt,1663079.0,5021311.5,853252511.7475
DZA,12,Ho,13294.23046875,42395.973,1499410.686
DZA,12,Pg,1308.46826171875,5068.444,371756.502
DZA,12,Sh,8048080.0,28096154.0,4627265077.772333
AGO,24,Bf,0.0,0.0,
AGO,24,Ch,15622821.0,35696710.0,531524011.916
AGO,24,Ct,1447948.125,4988371.0,922494112.6824
AGO,24,Dk,0.0,196.74959,
AGO,24,Gt,1437298.75,4384230.5,102192989.86
AGO,24,Ho,185.17721557617188,1055.3392,
AGO,24,Pg,1090692.0,3139573.5,582943928.7653999
AGO,24,Sh,427610.65625,1120624.4,42734168.73899999
ARG,32,Bf,28273.57,80844.6,
ARG,32,Ch,44665376.0,114767704.0,8498404513.192043
ARG,32,Ct,14589516.0,51433076.0,22275912042.211
ARG,32,Dk,849725.4,2581893.5,21304486.888
ARG,32,Gt,1678622.0,4723624.5,38234347.85657142
ARG,32,Ho,807930.0,2448282.8,108321009.4
ARG,32,Pg,1344926.0,5015117.5,2668078623.0
ARG,32,Sh,4964888.0,14858392.0,299152390.0959
ARM,51,Bf,532.44183,808.8533,
ARM,51,Ch,1851779.0,4050001.8,125682544.52307692
ARM,51,Ct,364152.6,680309.56,643544161.0
ARM,51,Dk,13872.921,24707.127,
ARM,51,Gt,18178.941,33074.94,2140737.251714286
ARM,51,Ho,6090.3936,11348.959,
ARM,51,Pg,71432.17,141098.45,54956415.0
ARM,51,Sh,365321.78,699381.56,103074255.1436
AUS,36,Bf,1368.344,3966.195,
AUS,36,Ch,48844236.0,88501736.0,4352351388.156905
AUS,36,Ct,10162132.0,27385164.0,17497287127.0
AUS,36,Dk,521243.22,1145785.8,102322049.04
AUS,36,Gt,815823.3,3598219.8,192494952.7444445
AUS,36,Ho,126172.45,271353.47,47366240.58733333
AUS,36,Pg,896452.44,2270200.8,1006049626.6666667
AUS,36,Sh,24477116.0,70861496.0,4679472797.34375
AUT,40,Bf,35.94857,57.01588,0.0
AUT,40,Ch,2382924.0,16388198.0,
AUT,40,Ct,410045.22,1972808.2,4068438411.25
AUT,40,Dk,14292.098,59691.695,
AUT,40,Gt,18634.879,70910.96,39732167.38888889
AUT,40,Ho,25251.287,88915.67,
AUT,40,Pg,466717.62,2847598.5,1101420272.0
AUT,40,Sh,110373.0,350139.03,55979949.1375
AZE,31,Bf,36895.02,242240.88,
AZE,31,Ch,5820711.5,27331344.0,641248576.1104615
AZE,31,Ct,623618.4,2454857.0,1876116751.594
AZE,31,Dk,341.9279,566.58704,
AZE,31,Gt,258225.5,647959.75,2685463.0
AZE,31,Ho,23550.527,73599.484,
AZE,31,Pg,2882.802,5825.0522,1851551.7
