Country Code (ISO3),macro_impact,physical_volume,type,physical_unit,Country Name,gdp2022,relative impact
AFG,1283816414.4217477,1710739.1456257005,vegetal,tonnes,Afghanistan,14502158192.0904,0.08852588679676325
AGO,2668603200.731705,5145227.22461358,vegetal,tonnes,Angola,104399746853.401,0.025561395320996133
ALB,765952489.1997235,1145861.6412457016,vegetal,tonnes,Albania,18916378860.5488,0.040491496540977064
ARE,662943984.3112559,351508.7484444538,vegetal,tonnes,United Arab Emirates,507063968277.74,0.001307416866086872
ARG,13991688957.728067,24053448.45554225,vegetal,tonnes,Argentina,631133384439.944,0.022169147287532623
ARM,841283300.0967088,1400545.5167427273,vegetal,tonnes,Armenia,19513474648.2429,0.04311294196763991
AUS,5820665308.576535,26386555.91784308,vegetal,tonnes,Australia,1692956646855.7,0.003438165601810985
AUT,1063296505.5415449,2241039.606148768,vegetal,tonnes,Austria,470941926750.741,0.0022578081184611194
AZE,570860555.9399005,1392759.482362399,vegetal,tonnes,Azerbaijan,78807470588.2353,0.007243736560492031
BDI,737920615.6488093,1617682.6200776496,vegetal,tonnes,Burundi,3338722827.65691,0.221018830774484
BEL,504196823.4755361,1091025.611343973,vegetal,tonnes,Belgium,583613982019.263,0.0008639217685139258
BEN,1263170451.8271356,2890485.5802719695,vegetal,tonnes,Benin,17425418044.2906,0.07249010890966892
BFA,491221375.96019745,874400.2032822217,vegetal,tonnes,Burkina Faso,18820219331.2261,0.026100725358985246
BGD,5276958333.524826,8916289.54872497,vegetal,tonnes,Bangladesh,460131688909.301,0.011468365384773565
BGR,1891132006.0949073,4565929.338640184,vegetal,tonnes,Bulgaria,90346169914.9349,0.020932066161470878
BHR,747070.8343311172,600.877115035507,vegetal,tonnes,Bahrain,44383297872.3404,1.683225154831702e-05
BHS,45525101.60549611,77894.14504314955,vegetal,tonnes,Bahamas,13136400000.0,0.003465569075659702
BIH,199456703.72147948,343763.5030825649,vegetal,tonnes,Bosnia and Herzegovina,24534663636.1778,0.008129587863082374
BLR,548778484.7394924,2231039.985915696,vegetal,tonnes,Belarus,73775179924.603,0.007438524518684128
BLZ,208274950.6174607,1544905.5918667298,vegetal,tonnes,Belize,2830507575.6841,0.07358219154991066
BOL,1813162932.9488833,4280527.14163897,vegetal,tonnes,Bolivia,44008282879.8842,0.041200492595853226
BRA,24065550024.873783,126655942.58521163,vegetal,tonnes,Brazil,1951923942083.32,0.012329143316510699
BRB,19354438.373143863,105370.22300962576,vegetal,tonnes,Barbados,5840673700.0,0.003313733888805304
BTN,263394927.67966214,254603.82967830426,vegetal,tonnes,Bhutan,2898227713.22315,0.09088137777370772
BWA,145216913.48443067,111673.53850352076,vegetal,tonnes,Botswana,20321958850.0363,0.007145812790786714
CAF,138966619.37148505,301674.28513967164,vegetal,tonnes,Central African Republic,2382618615.01694,0.058325163119107515
CAN,2088279425.5660076,5004633.606398454,vegetal,tonnes,Canada,2161483369422.01,0.0009661325435617034
CHE,528243972.7720664,645985.6006297759,vegetal,tonnes,Switzerland,818426550206.45,0.000645438460713201
CHL,3335484007.207301,4875279.762481622,vegetal,tonnes,Chile,302116539409.03,0.011040388631922766
CHN,248789393845.83316,299896190.499722,vegetal,tonnes,China,17881783387000.9,0.013913007917694035
CIV,3139406881.763088,6626108.57940732,vegetal,tonnes,Cote d'Ivoire,70173140101.4315,0.044738013394088456
CMR,4773401149.120783,10739236.360098345,vegetal,tonnes,Cameroon,43644068310.851,0.10937113183680901
COD,4880678952.375895,15765827.465667613,vegetal,tonnes,Congo,65801547619.5974,0.07417270761762908
COG,276157805.5327346,769895.3996110181,vegetal,tonnes,Congo,15817030156.9459,0.017459523234926784
COL,12668435897.78243,39655664.45684037,vegetal,tonnes,Colombia,345329875078.512,0.03668502730874997
CPV,31652112.62916498,36504.83747724959,vegetal,tonnes,Cabo Verde,2303738020.15148,0.013739458372564309
CRI,3086235614.4100237,5876442.900035529,vegetal,tonnes,Costa Rica,69243626028.5936,0.044570681684630256
CUB,1987671697.188866,5100073.651930732,vegetal,tonnes,Cuba,,
CYP,113974584.5162115,180332.39155021965,vegetal,tonnes,Cyprus,29250532020.0746,0.0038964961197283828
CZE,526228107.6143378,1382780.457049081,vegetal,tonnes,Czechia,290565654835.809,0.0018110471724942696
DEU,11047332436.815388,28233358.601583593,vegetal,tonnes,Germany,4082469490797.68,0.002706041640168346
DJI,457381.45898754837,453.2796004645279,vegetal,tonnes,Djibouti,3674298479.07676,0.00012448130210218373
DMA,62408288.26492371,63145.66810272155,vegetal,tonnes,Dominica,607159259.259259,0.10278734502223108
DNK,520468219.80156875,1819763.0721543692,vegetal,tonnes,Denmark,400167196948.707,0.0013006268973823005
DOM,4333099012.863139,6845086.918229758,vegetal,tonnes,Dominican Republic,113537368176.13,0.03816451871723169
DZA,4318487000.152596,6652635.434092365,vegetal,tonnes,Algeria,225560256621.757,0.019145602442695774
ECU,4201712735.490151,14538423.146156106,vegetal,tonnes,Ecuador,116586000000.0,0.03603959939864264
EGY,9768992917.57669,24775430.144654058,vegetal,tonnes,Egypt,476747720364.742,0.020490906406647937
ERI,75516446.09996653,157354.22754732243,vegetal,tonnes,Eritrea,,
ESP,14451956855.436707,23503002.14403732,vegetal,tonnes,Spain,1417800466262.65,0.010193223376158389
EST,284050287.93242633,639753.6498178293,vegetal,tonnes,Estonia,37921480881.5429,0.007490485111056909
ETH,8384194783.523367,12543412.746564114,vegetal,tonnes,Ethiopia,126772703047.701,0.06613564735910561
FIN,322511500.985475,626271.5285248462,vegetal,tonnes,Finland,281887430795.721,0.0011441145143473727
FRA,11799072221.440762,20383189.357002355,vegetal,tonnes,France,2779092236505.85,0.004245656933026348
GAB,577837595.630549,650344.6458195271,vegetal,tonnes,Gabon,21071739227.9422,0.027422396859596045
GBR,5428421522.685319,11573895.466792084,vegetal,tonnes,United Kingdom,3088839763445.02,0.001757430601265938
GEO,340114522.6642129,611600.1649167008,vegetal,tonnes,Georgia,24984568959.605,0.013612983406442167
GHA,3939267893.6798916,11715563.016090408,vegetal,tonnes,Ghana,74263364041.8742,0.05304456570885602
GIN,3015308043.4490676,5720551.934896797,vegetal,tonnes,Guinea,20999229260.4995,0.14359136738037326
GMB,72756585.64263795,136727.44872339722,vegetal,tonnes,Gambia,2175099789.97829,0.0334497690532921
GNB,115149481.7775231,293520.78015254094,vegetal,tonnes,Guinea-Bissau,1714166526.44573,0.06717520147606773
GNQ,218813456.20582962,285682.4430207008,vegetal,tonnes,Equatorial Guinea,13486788878.9757,0.01622428127031289
GRC,8130684424.823327,7172090.965149051,vegetal,tonnes,Greece,217581324512.059,0.03736848483231244
GRD,14839499.228143264,14241.82731660843,vegetal,tonnes,Grenada,1224577777.77778,0.012118053665053636
GTM,6066632549.766708,14156103.612271506,vegetal,tonnes,Guatemala,95003330315.8754,0.06385705142752193
GUY,601277046.5930151,1577401.9775023004,vegetal,tonnes,Guyana,14718388489.2086,0.0408520978389629
HKG,0.0,0.0,vegetal,tonnes,Hong Kong SAR,358696261481.16,0.0
HND,877430143.4523325,2809633.8064458556,vegetal,tonnes,Honduras,31426041806.7985,0.027920479099678253
HRV,623549433.8445412,1741394.4520906392,vegetal,tonnes,Croatia,71997070660.4835,0.008660761168812165
HTI,950306538.8206086,2599454.0767820273,vegetal,tonnes,Haiti,20253551920.5516,0.04692048794939111
HUN,2080381262.3121166,3462754.484331098,vegetal,tonnes,Hungary,177006128624.627,0.01175315950061783
IDN,38668654270.78803,103915835.38154244,vegetal,tonnes,Indonesia,1319076267310.16,0.029314949581831656
IND,76496238232.56258,199741814.47815144,vegetal,tonnes,India,3353470496885.95,0.022811066417192986
IRL,371999671.8933042,777639.440176084,vegetal,tonnes,Ireland,533140011838.276,0.0006977523045224892
IRN,5777886151.550304,13630112.686338937,vegetal,tonnes,Iran,413394567603.552,0.013976686208153885
IRQ,897161643.0219005,2399239.84406343,vegetal,tonnes,Iraq,286640340965.517,0.003129921071123166
ISL,1731544.3109888004,1569.565184,vegetal,tonnes,Iceland,28701830401.6837,6.032870680217053e-05
ISR,2816939693.3722315,2185421.8073426974,vegetal,tonnes,Israel,525002447652.773,0.005365574400588898
ITA,15747462051.814638,15448674.913550705,vegetal,tonnes,Italy,2066972096553.7,0.0076186137578106
JAM,942662535.6481467,1223517.8304197157,vegetal,tonnes,Jamaica,17097760686.7775,0.05513368404887968
JOR,530506146.01149344,914017.0997341246,vegetal,tonnes,Jordan,48653381830.9859,0.010903787692588098
JPN,22181656606.88156,14770986.662997533,vegetal,tonnes,Japan,4256410760723.75,0.005211352440785072
KAZ,1389618029.2983084,4483302.96549813,vegetal,tonnes,Kazakhstan,225496328925.494,0.006162486262725149
KEN,3096869215.0323515,6778977.032971291,vegetal,tonnes,Kenya,113419826113.903,0.027304478600789685
KGZ,235024201.20782092,541030.8778496914,vegetal,tonnes,Kyrgyz Republic,12134931017.9465,0.01936757620296652
KHM,2022133874.3784153,4265296.3261889,vegetal,tonnes,Cambodia,29504829319.3169,0.06853569130984663
KOR,8670087463.389343,6240744.72308888,vegetal,tonnes,Korea,1673916511799.71,0.005179522038448445
LAO,1705939177.958495,3343982.0719748987,vegetal,tonnes,Lao PDR,15468785203.7532,0.11028268577577649
LBN,1145379486.8362956,1574229.7258051813,vegetal,tonnes,Lebanon,20992421948.8081,0.05456156939058323
LBR,73121337.68217598,181182.01728375303,vegetal,tonnes,Liberia,4001047000.0,0.01827555079512337
LKA,2549174711.919348,5633262.109838894,vegetal,tonnes,Sri Lanka,74144875098.0587,0.034380996778914145
LSO,12271189.890610825,31182.752022228644,vegetal,tonnes,Lesotho,2289355249.40148,0.0053601073463015216
LTU,252918822.37406147,505716.24382207735,vegetal,tonnes,Lithuania,71013953448.2085,0.0035615369950994045
LUX,92549362.72452591,93969.74913772289,vegetal,tonnes,Luxembourg,81641807865.7591,0.0011336025639792514
LVA,309290765.3557063,753302.4342189371,vegetal,tonnes,Latvia,40422521943.4418,0.007651446532417208
MAR,2553082865.212672,6666116.645226495,vegetal,tonnes,Morocco,130912558829.84,0.019502199697518454
MDA,90144461.5396343,320435.02157982916,vegetal,tonnes,Moldova,14510490660.2516,0.006212364809038875
MDG,2848559552.239935,7612916.530766483,vegetal,tonnes,Madagascar,15302510500.0528,0.18614981850397072
MEX,13890414396.552753,48602329.00259443,vegetal,tonnes,Mexico,1463323889036.56,0.009492371784962851
MKD,536979148.8997316,949747.4941333926,vegetal,tonnes,North Macedonia,13711469681.1535,0.039162771124222576
