Animal,clipped_PA_surf,total_surf
Bf,6745.1606,69818.74
Ch,18075514.0,167365620.0
Ct,1196321.2,11633022.0
Dk,180216.19,1449348.8
Gt,2847.7778,29919.264
Ho,39292.332,399169.16
Pg,755840.2,13175039.0
Sh,72983.52,822849.94
