Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,1237502.5,3695280.8
Ct,1515860.875,4924503.5
Dk,0.0,110.19542
Gt,3122102.5,11833046.0
Ho,300.75579833984375,856.02313
Pg,1156.0577392578125,3738.6357
Sh,3630287.0,12208822.0
