Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,1468624.875,6702830.5
Ct,858225.875,4414728.0
Dk,2735.97607421875,12089.231
Gt,1278661.375,5881833.0
Ho,44.644195556640625,96.13827
Pg,210949.984375,1014081.0
Sh,97539.828125,399738.1
