Animal,clipped_PA_surf,total_surf
Bf,246445.52,1451692.9
Ch,30629868.0,259011520.0
Ct,2240238.5,23442616.0
Dk,5456742.5,49937110.0
Gt,4940850.0,55570030.0
Ho,3.4691546,17.318787
Pg,92074.23,243964.97
Sh,222220.03,2082063.8
