Animal,clipped_PA_surf,total_surf
Bf,18.531605,28.178936
Ch,807984.6,1613672.5
Ct,48304.312,94684.61
Dk,6865.996,11744.868
Gt,104.42693,173.9227
Ho,3124.2444,5698.816
Pg,12103.897,21576.04
Sh,8192.095,13760.482
