Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,4111264.25,6030580.0
Ct,1016633.9375,1471330.5
Dk,156291.15625,261004.22
Gt,1513317.0,2186325.0
Ho,304950.625,499079.1
Pg,718993.75,1003062.75
Sh,175016.703125,207034.19
