Animal,clipped_PA_surf,total_surf
Bf,0.0,0.041933905
Ch,10020547.0,16445795.0
Ct,446302.0,1020536.06
Dk,20563.648,35443.34
Gt,8515.059,15146.051
Ho,53303.047,97643.336
Pg,81405.98,168390.89
Sh,2901.2764,5445.99
