Country Code (ISO3),item,macro_impact,type,physical_volume,physical_unit,Country Name,gdp2022,relative impact
DZA,cerealnes,,vegetal,,tonnes,Algeria,225560256621.757,
DZA,cherry,11981543.77899544,vegetal,11122.859059594726,tonnes,Algeria,225560256621.757,5.311903771721338e-05
DZA,chickpea,48398175.11981718,vegetal,38862.590765625,tonnes,Algeria,225560256621.757,0.00021456871810966372
DZA,chilleetc,943693625.4561987,vegetal,700077.4450136719,tonnes,Algeria,225560256621.757,0.004183776165136586
DZA,citrusnes,446600.10027031094,vegetal,529.7590228881836,tonnes,Algeria,225560256621.757,1.979959177911456e-06
DZA,clover,,vegetal,,tonnes,Algeria,225560256621.757,
DZA,cotton,51065.81256562174,vegetal,81.65739443359374,tonnes,Algeria,225560256621.757,2.2639543566069899e-07
DZA,cucumberetc,127965839.43923162,vegetal,188900.37928808594,tonnes,Algeria,225560256621.757,0.0005673244096978401
DZA,date,890476560.2073021,vegetal,680023.0322015625,tonnes,Algeria,225560256621.757,0.003947843354782781
DZA,eggplant,87564270.78947124,vegetal,182896.66160644533,tonnes,Algeria,225560256621.757,0.00038820788777656055
DZA,fig,83613839.35956855,vegetal,104519.91219726563,tonnes,Algeria,225560256621.757,0.0003706940247890433
DZA,fornes,,vegetal,,tonnes,Algeria,225560256621.757,
DZA,fruitnes,,vegetal,,tonnes,Algeria,225560256621.757,
DZA,garlic,335062858.826228,vegetal,200971.68174316405,tonnes,Algeria,225560256621.757,0.0014854693989291583
DZA,grapefruitetc,1065142.8616652398,vegetal,2201.2541573638914,tonnes,Algeria,225560256621.757,4.722209832609752e-06
DZA,grape,514871662.05538076,vegetal,594288.402203125,tonnes,Algeria,225560256621.757,0.0022826346705163195
DZA,greenbean,119587027.24070902,vegetal,84581.26023632812,tonnes,Algeria,225560256621.757,0.0005301777406701795
DZA,greenbroadbean,92247712.38058594,vegetal,174628.89234375,tonnes,Algeria,225560256621.757,0.0004089714817769362
DZA,greenonion,698496.1672798858,vegetal,648.8886314086914,tonnes,Algeria,225560256621.757,3.0967164949240027e-06
DZA,greenpea,171844778.5699999,vegetal,205983.03328671877,tonnes,Algeria,225560256621.757,0.0007618575237665525
DZA,groundnut,9736544.450415585,vegetal,11197.007456298828,tonnes,Algeria,225560256621.757,4.316604616540599e-05
DZA,legumenes,0.0,vegetal,0.0,tonnes,Algeria,225560256621.757,0.0
DZA,lemonlime,76996439.7350588,vegetal,82838.63442810059,tonnes,Algeria,225560256621.757,0.0003413564113121864
DZA,lentil,15395533.334098695,vegetal,12754.677382128906,tonnes,Algeria,225560256621.757,6.825463654226788e-05
DZA,lettuce,203945.33033728605,vegetal,182.43339277282388,tonnes,Algeria,225560256621.757,9.041722748138335e-07
DZA,linseed,5371.727787462492,vegetal,8.817675291304157,tonnes,Algeria,225560256621.757,2.381504555773922e-08
DZA,lupin,,vegetal,,tonnes,Algeria,225560256621.757,
DZA,maizefor,6938748.158312989,vegetal,18750.148559570312,tonnes,Algeria,225560256621.757,3.076228171680354e-05
DZA,maize,474642.65102233895,vegetal,1282.5973815917969,tonnes,Algeria,225560256621.757,2.104283166419115e-06
