Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,2203383.25,18180822.0
Ct,1878877.25,12041794.0
Dk,48770.359375,435985.88
Gt,1551861.875,15450138.0
Ho,23287.193359375,244327.05
Pg,7188.25830078125,42195.625
Sh,1159300.25,11490224.0
