Animal,clipped_PA_surf,total_surf
Bf,24.664818,29.942102
Ch,26976126.0,246144200.0
Ct,4093008.5,19367052.0
Dk,3842170.8,27283164.0
Gt,300841.75,1257692.0
Ho,102400.086,396847.75
Pg,1673148.4,13066808.0
Sh,2285923.0,7034662.0
