Country Code (ISO3),Country Code (M49),Animal,heads_on_PA,total_heads,total volume
AFG,4,Bf,144.20023,840.0013,
AFG,4,Ch,3011387.2,12092643.0,149581501.916
AFG,4,Ct,1199526.4,5268365.0,1910657234.009
AFG,4,Dk,101704.984,390565.3,
AFG,4,Gt,1705890.6,7746219.0,363679062.532
AFG,4,Ho,32487.582,172977.95,
AFG,4,Pg,8.042758,35.31682,
AFG,4,Sh,2890458.5,13245412.0,765256592.541
ALB,8,Bf,46.35208,115.64902,
ALB,8,Ch,2150070.5,8554729.0,155531696.93653846
ALB,8,Ct,187060.27,504152.53,574034378.01158
ALB,8,Dk,267767.94,1003687.5,
ALB,8,Gt,376934.97,931509.75,91093184.20085712
ALB,8,Ho,11714.865,30934.459,
ALB,8,Pg,69437.51,171476.19,31353925.68
ALB,8,Sh,694109.0,1917048.2,165502224.03184286
DZA,12,Bf,0.0,0.0,
DZA,12,Ch,33479508.0,133532600.0,1722335151.204
DZA,12,Ct,642489.3125,2145168.0,2984129624.6256
DZA,12,Dk,16638.171875,59867.188,
DZA,12,Gt,1616807.875,5021311.5,853252511.7475
DZA,12,Ho,12057.1943359375,42395.973,1499410.686
DZA,12,Pg,1271.3389892578125,5068.444,371756.502
DZA,12,Sh,7596388.5,28096154.0,4627265077.772333
AGO,24,Bf,0.0,0.0,
AGO,24,Ch,12126698.0,35696710.0,531524011.916
AGO,24,Ct,1240535.0,4988371.0,922494112.6824
AGO,24,Dk,60.5864486694336,196.74959,
AGO,24,Gt,1266912.5,4384230.5,102192989.86
AGO,24,Ho,155.52857971191406,1055.3392,
AGO,24,Pg,952346.25,3139573.5,582943928.7653999
AGO,24,Sh,383815.875,1120624.4,42734168.73899999
ARG,32,Bf,27999.346,80844.6,
ARG,32,Ch,23684082.0,114767704.0,8498404513.192043
ARG,32,Ct,11689587.0,51433076.0,22275912042.211
ARG,32,Dk,705464.8,2581893.5,21304486.888
ARG,32,Gt,1474126.5,4723624.5,38234347.85657142
ARG,32,Ho,684572.8,2448282.8,108321009.4
ARG,32,Pg,957363.75,5015117.5,2668078623.0
ARG,32,Sh,4317874.0,14858392.0,299152390.0959
ARM,51,Bf,428.61005,808.8533,
ARM,51,Ch,2295919.2,4050001.8,125682544.52307692
ARM,51,Ct,319999.34,680309.56,643544161.0
ARM,51,Dk,12208.948,24707.127,
ARM,51,Gt,17984.219,33074.94,2140737.251714286
ARM,51,Ho,4911.2266,11348.959,
ARM,51,Pg,58392.066,141098.45,54956415.0
ARM,51,Sh,375648.62,699381.56,103074255.1436
AUS,36,Bf,1275.0674,3966.195,
AUS,36,Ch,35460944.0,88501736.0,4352351388.156905
AUS,36,Ct,6997453.0,27385164.0,17497287127.0
AUS,36,Dk,472583.8,1145785.8,102322049.04
AUS,36,Gt,629645.4,3598219.8,192494952.7444445
AUS,36,Ho,99733.586,271353.47,47366240.58733333
AUS,36,Pg,658847.44,2270200.8,1006049626.6666667
AUS,36,Sh,18262570.0,70861496.0,4679472797.34375
AUT,40,Bf,35.94857,57.01588,0.0
AUT,40,Ch,2382924.0,16388198.0,
AUT,40,Ct,410045.22,1972808.2,4068438411.25
AUT,40,Dk,14292.098,59691.695,
AUT,40,Gt,18634.879,70910.96,39732167.38888889
AUT,40,Ho,25251.287,88915.67,
AUT,40,Pg,466717.62,2847598.5,1101420272.0
AUT,40,Sh,110373.0,350139.03,55979949.1375
AZE,31,Bf,31890.072,242240.88,
AZE,31,Ch,5022183.0,27331344.0,641248576.1104615
AZE,31,Ct,528353.0,2454857.0,1876116751.594
AZE,31,Dk,341.9279,566.58704,
AZE,31,Gt,232913.62,647959.75,2685463.0
AZE,31,Ho,20265.918,73599.484,
AZE,31,Pg,2610.6216,5825.0522,1851551.7
AZE,31,Sh,1872699.5,7991286.0,612272301.8825713
BHS,44,Bf,0.0,0.0,
BHS,44,Ch,2707201.5,3007001.2,19042142.91156419
BHS,44,Ct,665.67919921875,726.99164,588803.80995
BHS,44,Dk,0.0,0.0,
BHS,44,Gt,13482.876953125,14729.117,2367748.303333333
BHS,44,Ho,0.0,0.0,
BHS,44,Pg,4442.58251953125,4877.355,788975.3386666668
BHS,44,Sh,5891.306640625,6462.605,188528.525625
BHR,48,Bf,0.0,0.0,
BHR,48,Ch,0.0,3428000.0,34960784.019459456
BHR,48,Ct,0.0,8945.0,12371472.073375
BHR,48,Dk,0.0,0.0,
BHR,48,Gt,0.0,19151.0,2049275.373
BHR,48,Ho,0.0,0.0,
BHR,48,Pg,0.0,0.0,
BHR,48,Sh,0.0,47615.0,168258737.0736375
BGD,50,Bf,250741.53,1451692.9,524713272.1833333
BGD,50,Ch,31008040.0,259011520.0,1923600823.432
BGD,50,Ct,2275134.2,23442616.0,10891783784.784
BGD,50,Dk,5502122.0,49937110.0,133204778.752
BGD,50,Gt,4979520.5,55570030.0,3256911439.9750004
BGD,50,Ho,3.9570029,17.318787,
BGD,50,Pg,86090.586,243964.97,
BGD,50,Sh,229878.69,2082063.8,223314493.25
BRB,52,Bf,0.0,0.0,
BRB,52,Ch,2885521.0,3919000.0,51324371.30472973
BRB,52,Ct,8415.7158203125,11050.0,4080335.1575
BRB,52,Dk,0.0,0.0,
BRB,52,Gt,3792.7919921875,5393.0,201875.21833333332
BRB,52,Ho,874.1548461914062,1239.0,
BRB,52,Pg,16438.58203125,22599.998,5854595.466666667
BRB,52,Sh,8983.2841796875,12998.0,531682.96875
BLR,112,Bf,0.0,0.03507725,
BLR,112,Ch,2823777.0,45085436.0,1883477982.3116307
BLR,112,Ct,501652.28,4357579.0,5679778403.0
BLR,112,Dk,107324.83,1813779.6,7666928.0
BLR,112,Gt,8254.291,68612.69,8754338.978
BLR,112,Ho,8973.072,64036.188,1471020.0
BLR,112,Pg,250690.75,3212254.0,1336289205.0
BLR,112,Sh,8045.159,84128.375,6548556.12
BEL,56,Bf,0.357896,0.78060055,0.0
BEL,56,Ch,4681008.5,38502524.0,1213151516.25
BEL,56,Ct,366600.4,2501878.2,4684050495.0
BEL,56,Dk,23938.998,171538.61,765504.0
BEL,56,Gt,8809.952,43692.594,65078895.55555555
BEL,56,Ho,4592.6123,31898.895,
BEL,56,Pg,579488.1,6444420.0,2380323101.333333
BEL,56,Sh,14040.869,100799.78,13636104.375
BLZ,84,Bf,18.383625,28.178936,
BLZ,84,Ch,785392.44,1613672.5,65447610.14192308
BLZ,84,Ct,47430.297,94684.61,12790398.189
BLZ,84,Dk,6679.665,11744.868,32231.08
BLZ,84,Gt,102.88839,173.9227,5922.000857142857
BLZ,84,Ho,3088.108,5698.816,
BLZ,84,Pg,11937.927,21576.04,8184448.649999999
BLZ,84,Sh,8086.3296,13760.482,316490.51
BEN,204,Bf,0.0,0.0,
BEN,204,Ch,4208860.5,19352704.0,74840222.581
BEN,204,Ct,519449.84375,2280051.2,354598462.605
BEN,204,Dk,315.5050354003906,1554.239,
BEN,204,Gt,403203.25,1799682.2,138677906.511
BEN,204,Ho,333.4263000488281,1130.3932,
BEN,204,Pg,144518.09375,447837.75,34569082.4148
BEN,204,Sh,201546.640625,895927.4,236900420.556
BTN,64,Bf,354.08023,662.6527,6875642.286666665
BTN,64,Ch,297201.3,607638.8,12733711.38
BTN,64,Ct,159735.22,307349.7,46654100.7792
BTN,64,Dk,2703.958,6801.0205,
BTN,64,Gt,18612.912,54151.227,884655.277
BTN,64,Ho,7999.3,14714.653,
BTN,64,Pg,9127.281,19273.393,4244122.4454
BTN,64,Sh,7973.3657,19656.457,173028.534
BOL,68,Bf,15.455719,29.005108,
BOL,68,Ch,74926130.0,196612500.0,2195587067.2850003
BOL,68,Ct,3916123.0,8944906.0,2512628760.3294
BOL,68,Dk,269199.03,664869.2,4398054.008
BOL,68,Gt,850653.0,2179628.5,107712257.1705
BOL,68,Ho,208702.56,491525.8,
