Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,3330981.0,12439032.0
Ct,271621.1875,628265.2
Dk,298654.65625,1090225.2
Gt,283812.03125,905735.7
Ho,115262.46875,428305.25
Pg,41584.2109375,130731.914
Sh,293850.28125,869183.7
