Animal,clipped_PA_surf,total_surf
Bf,14132.635,69818.74
Ch,25685180.0,167365620.0
Ct,2131938.5,11633022.0
Dk,283265.66,1449348.8
Gt,4189.7905,29919.264
Ho,62730.082,399169.16
Pg,1437561.8,13175039.0
Sh,124714.91,822849.94
