Animal,clipped_PA_surf,total_surf
Bf,619004.75,2501291.0
Ch,39017656.0,255851740.0
Ct,876461.5,5303618.0
Dk,10708632.0,68504744.0
Gt,406611.44,1965369.2
Ho,23248.082,65380.938
Pg,4695571.5,27313470.0
Sh,104.72536,225.56651
