Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,1243492.625,2886799.5
Ct,72113.46875,340230.72
Dk,1152.307373046875,2368.4963
Gt,98845.359375,325553.0
Ho,38.34602355957031,74.9387
Pg,32216.603515625,98471.46
Sh,33487.30078125,125602.95
