Animal,clipped_PA_surf,total_surf
Bf,0.0,0.041933905
Ch,12018702.0,16445795.0
Ct,556936.94,1020536.06
Dk,21908.598,35443.34
Gt,10013.969,15146.051
Ho,62155.098,97643.336
Pg,108793.94,168390.89
Sh,3222.229,5445.99
