Animal,clipped_PA_surf,total_surf
Bf,2990.6353,7969.0884
Ch,54324520.0,140159500.0
Ct,4803614.5,12645373.0
Dk,1047749.9,2490411.2
Gt,45745.99,111954.04
Ho,165431.81,423364.88
Pg,10145648.0,27736108.0
Sh,631515.1,1581124.8
