Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,129753856.0,301364030.0
Ct,1740153.375,3843721.8
Dk,128369.6328125,234297.81
Gt,9800.552734375,16983.422
Ho,7260.24951171875,15674.75
Pg,3892202.25,9352633.0
Sh,6107.443359375,13544.207
