Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,1431152.5,6702830.5
Ct,840368.625,4414728.0
Dk,2704.4375,12089.231
Gt,1247936.5,5881833.0
Ho,39.84519958496094,96.13827
Pg,214511.75,1014081.0
Sh,90426.375,399738.1
