Animal,clipped_PA_surf,total_surf
Bf,0.025065407,0.04405082
Ch,1655002.5,10150135.0
Ct,116431.84,735054.06
Dk,3310.1816,18889.543
Gt,2265.8306,12991.236
Ho,3164.5322,18151.008
Pg,99574.7,712425.44
Sh,25944.672,124147.56
