Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,737135.0625,4580607.5
Ct,267715.71875,1843813.1
Dk,0.0,34.937664
Gt,1138635.875,7385324.5
Ho,9707.458984375,64687.89
Pg,1.1640288829803467,3.0127537
Sh,1929407.375,11080657.0
