Country Code (ISO3),Country Code (M49),Animal,heads_on_PA,total_heads,total volume
AFG,4,Bf,144.20023,840.0013,
AFG,4,Ch,3212478.8,12092643.0,149581501.916
AFG,4,Ct,1207738.2,5268365.0,1910657234.009
AFG,4,Dk,102175.43,390565.3,
AFG,4,Gt,1747026.9,7746219.0,363679062.532
AFG,4,Ho,33172.77,172977.95,
AFG,4,Pg,8.042758,35.31682,
AFG,4,Sh,2973068.8,13245412.0,765256592.541
ALB,8,Bf,46.5793,115.64902,
ALB,8,Ch,2146995.5,8554729.0,155531696.93653846
ALB,8,Ct,186882.31,504152.53,574034378.01158
ALB,8,Dk,270596.84,1003687.5,
ALB,8,Gt,378625.94,931509.75,91093184.20085712
ALB,8,Ho,11715.455,30934.459,
ALB,8,Pg,69679.61,171476.19,31353925.68
ALB,8,Sh,700305.56,1917048.2,165502224.03184286
DZA,12,Bf,0.0,0.0,
DZA,12,Ch,36374092.0,133532600.0,1722335151.204
DZA,12,Ct,696678.8125,2145168.0,2984129624.6256
DZA,12,Dk,17159.072265625,59867.188,
DZA,12,Gt,1584266.5,5021311.5,853252511.7475
DZA,12,Ho,12095.8515625,42395.973,1499410.686
DZA,12,Pg,1119.9234619140625,5068.444,371756.502
DZA,12,Sh,7686367.5,28096154.0,4627265077.772333
AGO,24,Bf,0.0,0.0,
AGO,24,Ch,13443261.0,35696710.0,531524011.916
AGO,24,Ct,1282780.625,4988371.0,922494112.6824
AGO,24,Dk,0.0,196.74959,
AGO,24,Gt,1302526.5,4384230.5,102192989.86
AGO,24,Ho,158.4148406982422,1055.3392,
AGO,24,Pg,990573.25,3139573.5,582943928.7653999
AGO,24,Sh,391155.75,1120624.4,42734168.73899999
ARG,32,Bf,27790.205,80844.6,
ARG,32,Ch,34005240.0,114767704.0,8498404513.192043
ARG,32,Ct,12831597.0,51433076.0,22275912042.211
ARG,32,Dk,759098.94,2581893.5,21304486.888
ARG,32,Gt,1524838.8,4723624.5,38234347.85657142
ARG,32,Ho,723708.9,2448282.8,108321009.4
ARG,32,Pg,1083237.6,5015117.5,2668078623.0
ARG,32,Sh,4666429.5,14858392.0,299152390.0959
ARM,51,Bf,451.0888,808.8533,
ARM,51,Ch,2313105.0,4050001.8,125682544.52307692
ARM,51,Ct,330841.75,680309.56,643544161.0
ARM,51,Dk,12506.463,24707.127,
ARM,51,Gt,18353.285,33074.94,2140737.251714286
ARM,51,Ho,5222.869,11348.959,
ARM,51,Pg,59217.047,141098.45,54956415.0
ARM,51,Sh,376797.7,699381.56,103074255.1436
AUS,36,Bf,1332.3975,3966.195,
AUS,36,Ch,39270200.0,88501736.0,4352351388.156905
AUS,36,Ct,7671548.5,27385164.0,17497287127.0
AUS,36,Dk,473074.9,1145785.8,102322049.04
AUS,36,Gt,638276.0,3598219.8,192494952.7444445
AUS,36,Ho,104240.96,271353.47,47366240.58733333
AUS,36,Pg,721103.6,2270200.8,1006049626.6666667
AUS,36,Sh,19617594.0,70861496.0,4679472797.34375
AUT,40,Bf,35.94857,57.01588,0.0
AUT,40,Ch,2382924.0,16388198.0,
AUT,40,Ct,410045.22,1972808.2,4068438411.25
AUT,40,Dk,14292.098,59691.695,
AUT,40,Gt,18634.879,70910.96,39732167.38888889
AUT,40,Ho,25251.287,88915.67,
AUT,40,Pg,466717.62,2847598.5,1101420272.0
AUT,40,Sh,110373.0,350139.03,55979949.1375
AZE,31,Bf,33496.94,242240.88,
AZE,31,Ch,5164642.5,27331344.0,641248576.1104615
AZE,31,Ct,550917.25,2454857.0,1876116751.594
AZE,31,Dk,341.9279,566.58704,
AZE,31,Gt,239626.28,647959.75,2685463.0
AZE,31,Ho,21309.773,73599.484,
AZE,31,Pg,2821.6074,5825.0522,1851551.7
AZE,31,Sh,1954575.5,7991286.0,612272301.8825713
BHS,44,Bf,0.0,0.0,
BHS,44,Ch,2760473.75,3007001.2,19042142.91156419
BHS,44,Ct,672.79931640625,726.99164,588803.80995
BHS,44,Dk,0.0,0.0,
BHS,44,Gt,13634.841796875,14729.117,2367748.303333333
BHS,44,Ho,0.0,0.0,
BHS,44,Pg,4499.37890625,4877.355,788975.3386666668
BHS,44,Sh,5958.43798828125,6462.605,188528.525625
BHR,48,Bf,0.0,0.0,
BHR,48,Ch,0.0,3428000.0,34960784.019459456
BHR,48,Ct,0.0,8945.0,12371472.073375
BHR,48,Dk,0.0,0.0,
BHR,48,Gt,0.0,19151.0,2049275.373
BHR,48,Ho,0.0,0.0,
BHR,48,Pg,0.0,0.0,
BHR,48,Sh,0.0,47615.0,168258737.0736375
BGD,50,Bf,269361.88,1451692.9,524713272.1833333
BGD,50,Ch,35260236.0,259011520.0,1923600823.432
BGD,50,Ct,2653091.5,23442616.0,10891783784.784
BGD,50,Dk,6215589.5,49937110.0,133204778.752
