Animal,clipped_PA_surf,total_surf
Bf,0.6983728,0.82810813
Ch,3316163.0,16011274.0
Ct,532955.94,2223671.0
Dk,51.03499,99.13373
Gt,683653.4,2330736.8
Ho,6869.067,26195.514
Pg,2444.6934,9067.292
Sh,4216905.0,13986889.0
