Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,22249316.0,59032604.0
Ct,720727.6875,3494097.2
Dk,11.840456008911133,53.520645
Gt,1168518.625,5517402.0
Ho,89618.8125,550377.2
Pg,82375.34375,399732.25
Sh,1352991.125,6011102.0
