Animal,clipped_PA_surf,total_surf
Bf,39928.8,101294.805
Ch,316662980.0,941912770.0
Ct,1882252.5,4581316.5
Dk,613924.7,1560906.4
Gt,3920228.8,15913642.0
Ho,45145.754,138763.06
Pg,251.09164,260.0258
Sh,16702003.0,44802452.0
