Country Code (ISO3),Crop,Item Code (CPC),clipped_PA_surf,total_surf,yield,price
AFG,alfalfa,01912,101.86643981933594,174.08534,,
AFG,almond,01371,2087.557373046875,6001.171,1742.0,
AFG,aniseetc,01654,722.5402221679688,1172.7765,704.0,
AFG,apple,01341,3069.504150390625,9298.334,10556.0,
AFG,apricot,01343,1930.1456298828125,5826.899,6378.7,
AFG,artichoke,01216,0.1543152630329132,0.23620692,,
AFG,asparagus,01211,0.1368868798017501,0.21006258,,
AFG,banana,01312,16.479389190673828,17.712723,12687.326315789474,600.6999999999999
AFG,barley,0115,14791.984375,96544.5,1528.4,862.4
AFG,bean,01701,70.65038299560547,325.16797,1562.73,1180.675
AFG,beetfor,01801,2.518562793731689,4.4703245,16839.7,965.1
AFG,berrynes,01355.90,411.1574401855469,828.3183,4099.7,
AFG,broadbean,01702,0.3908833563327789,3.6360507,2022.3166666666664,1088.1
AFG,buckwheat,01192,0.8525003790855408,1.4306772,,
AFG,cabbagefor,01212,0.0,0.0,17572.441666666666,277.85
AFG,cabbage,01212,33.518123626708984,83.74726,17572.441666666666,277.85
AFG,carrotfor,01251,0.0,0.0,13045.65,722.1999999999999
AFG,carrot,01251,61.2041244506836,122.267815,13045.65,722.1999999999999
AFG,castor,01447,0.2603931427001953,0.50409776,,
AFG,cauliflower,01213,2.547523260116577,7.919676,,
AFG,cerealnes,01199.01,0.3966478109359741,3.7664943,,
AFG,cherry,01344.02,6.1163716316223145,14.866257,,
AFG,chickpea,01703,11.122191429138184,44.082577,,
AFG,chilleetc,01231,1.0250498056411743,2.0471659,6726.175,1242.1
AFG,citrusnes,01329,24.29041862487793,42.17724,9147.5,
AFG,cotton,01921.01,13298.693359375,70721.81,1320.6,408.8
AFG,cucumberetc,01232,56.91645431518555,113.18953,14003.34,778.5
AFG,date,01314,40.31021499633789,69.43313,6005.742857142858,1103.2
AFG,eggplant,01233,4.093430519104004,9.852764,13908.78888888889,551.7
AFG,fig,01315,180.60630798339844,366.3661,5929.9,
AFG,fornes,01919.96,354.2964782714844,617.05707,,
AFG,fruitnes,01319,1288.568115234375,3265.7988,,
AFG,garlic,01252,4.4111833572387695,11.621388,9704.7,545.1
AFG,grapefruitetc,01321,0.62583988904953,1.0840821,,
AFG,grape,01330,8768.9638671875,28846.172,9825.0,1715.4
AFG,grassnes,01919.91,224.40907287597656,398.69583,,
AFG,greenbean,01241.90,18.954906463623047,34.060677,6485.990909090909,1372.85
AFG,greenbroadbean,01243,0.1484028249979019,0.30553976,,
AFG,greenpea,01242,6.01442289352417,20.96961,4026.9666666666662,827.2
AFG,groundnut,0142,51.72306442260742,120.65146,1034.35,765.4375
AFG,hazelnut,01374,8.758064270019531,16.834112,,
AFG,jutelikefiber,01922.02,0.5536301732063293,1.6728994,,
AFG,jute,01922.01,0.1699281334877014,1.604837,,
AFG,kiwi,01352,1.0760810375213623,2.1277158,,
AFG,legumenes,01290.90,0.0,0.0,8995.0,205.2
AFG,lemonlime,01322,12.611044883728027,24.849228,7351.771428571429,1410.2
AFG,lentil,01704,44.86020278930664,91.38467,,
AFG,lettuce,01214,1.7131701707839966,3.3364172,14676.0,354.95
AFG,linseed,01441,3329.218017578125,8397.591,904.3,
AFG,maizefor,0112,156.51658630371094,488.28308,2237.4,488.3
AFG,maize,0112,21374.62109375,143388.0,2237.4,488.3
AFG,mango,01316,6.8888840675354,14.784206,9477.3,849.6833333333334
AFG,melonetc,01229,6246.33447265625,14374.831,10754.8,865.7
AFG,millet,0118,1004.0609741210938,3112.7178,1577.1,516.9125
AFG,mixedgrass,01919.93,168.42564392089844,959.82526,,
AFG,nutnes,01379.90,189.87826538085935,552.1099,838.7,
AFG,oats,0117,0.8497089147567749,1.5589007,,
AFG,oilseedfor,01449.90,0.0,0.0,1045.23,267.7
AFG,oilseednes,01449.90,0.0631140619516372,0.33563802,1045.23,267.7
AFG,okra,01239.01,4.996108531951904,17.45304,6426.614285714286,1075.9499999999998
AFG,olive,01450,333.4061279296875,2190.9854,3503.0,
AFG,onion,01253.02,2656.52197265625,7601.439,17755.2,997.525
AFG,orange,01323,168.06532287597656,380.91556,5814.4,1111.3
AFG,papaya,01317,0.2631302773952484,0.90679085,15320.35,934.6
AFG,peachetc,01345,835.509033203125,2480.3652,10085.4,
AFG,pear,01342.01,159.40455627441406,459.91068,8000.0,
AFG,pea,01705,570.9852905273438,2942.671,1331.925,3178.1
AFG,pepper,01651,5.077121734619141,9.011294,,
AFG,pimento,01652,15.825675010681152,52.368107,2326.735714285714,3890.7
AFG,pistachio,01375,94.01722717285156,317.62036,1297.2,
AFG,plum,01346,449.1710205078125,1292.3502,8653.9,
AFG,popcorn,0112,0.0,0.0,2237.4,488.3
AFG,potato,01510,5608.34912109375,51687.855,15875.0,758.8285714285714
AFG,pulsenes,01709.90,9952.7216796875,57149.54,585.1,237.3
AFG,pumpkinetc,01235,12.733871459960938,30.543783,13497.536363636364,406.65
AFG,quince,01342.02,1.735446214675903,4.2317743,,
AFG,rapeseed,01443,321.41998291015625,537.83105,,
AFG,rice,0113,25171.65625,151391.34,4625.0,777.86
AFG,rootnes,01599.10,5.087207794189453,16.484615,,
AFG,ryefor,0116,0.0,0.0,,
AFG,rye,0116,1.3430534601211548,3.3570914,,
AFG,safflower,01446,18.911029815673828,43.109974,,
AFG,sesame,01444,8850.9619140625,21947.246,858.1,1016.525
AFG,sorghumfor,0114,0.0,0.0,952.7346153846154,537.4100000000001
AFG,sorghum,0114,5.768241882324219,15.0637865,952.7346153846154,537.4100000000001
AFG,sourcherry,01344.01,3.905575037002564,8.916769,,
AFG,soybean,0141,17.229522705078125,37.140472,1589.7,723.55
AFG,spicenes,01699,441.988525390625,1035.6982,1.4,
AFG,spinach,01215,1.9632952213287356,5.659625,,
AFG,stonefruitnes,01349.20,282.138427734375,458.76437,7048.9,
AFG,strawberry,01354,0.7984364032745361,1.6314101,,
AFG,sugarbeet,01801,109.4496612548828,649.2134,16839.7,965.1
AFG,sugarcane,01802,568.5258178710938,1681.9014,34248.7,352.2333333333333
AFG,sunflower,01445,232.52171325683597,506.71582,1120.8,
AFG,sweetpotato,01530,2.8745903968811035,3.4691129,10542.459090909091,308.7857142857143
AFG,tangetc,01324,17.10924530029297,46.311134,,
AFG,tea,01620,2.301043510437012,2.9489262,,
AFG,tobacco,01970,0.2162184566259384,0.96663916,1323.095238095238,495.4
AFG,tomato,01234,71.11011505126953,203.6352,14157.226315789472,847.8833333333333
AFG,tropicalnes,01319,14.47433090209961,48.22566,,
AFG,turnipfor,01251,0.0,0.0,13045.65,722.1999999999999
AFG,vegetablenes,01290.90,57.80519485473633,156.2694,8995.0,205.2
AFG,vegfor,01290.90,23542.947265625,156152.44,8995.0,205.2
AFG,walnut,01376,344.7078552246094,745.4596,2356.3,
AFG,watermelon,01221,6648.62158203125,22069.822,14667.2,722.6500000000001
AFG,wheat,0111,399301.03125,2661830.2,2045.3,854.3
AFG,yam,01540,8.06478214263916,14.840271,8955.561538461538,814.05
ALB,alfalfa,01912,399.5091552734375,1436.7944,,
ALB,almond,01371,51.3252067565918,93.265366,1912.9333333333332,1890.4
ALB,aniseetc,01654,1.4367057085037231,1.9808774,2647.6833333333334,2607.633333333333
ALB,apple,01341,1470.0205078125,4421.737,24137.2,557.5
ALB,apricot,01343,177.75743103027344,449.2071,15109.9,893.8
ALB,artichoke,01216,3.8886947631835938,5.9393864,13040.042857142858,1184.55
ALB,asparagus,01211,7.024136543273926,11.377085,6458.6,3378.26
ALB,avocado,01311,3.42865252494812,4.511839,8579.74347826087,1368.7307692307693
ALB,banana,01312,0.0467682629823684,0.12416933,24929.684375,568.3533333333332
ALB,barley,0115,1045.572998046875,3844.8997,3397.2,396.5
ALB,bean,01701,3045.373779296875,13511.854,1675.5,2328.4
ALB,beetfor,01801,9.307279586791992,11.485676,32250.4,49.31428571428571
ALB,berrynes,01355.90,0.2092422246932983,0.38686073,9544.786666666663,1893.76
ALB,broadbean,01702,54.90205383300781,207.50409,1181.9,937.1625
ALB,cabbagefor,01212,0.0,0.0,33855.8,341.0
ALB,cabbage,01212,929.792236328125,1347.7461,33855.8,341.0
ALB,carob,01356,31.777019500732425,46.305862,9497.15,1096.6
ALB,carrotfor,01251,0.0,0.0,29486.2,485.2
ALB,carrot,01251,220.59146118164065,311.34314,29486.2,485.2
ALB,cauliflower,01213,61.70686721801758,217.58984,20049.6,1105.0
ALB,cherry,01344.02,848.0169067382812,2406.2695,10682.9,1017.2
ALB,chestnut,01373,684.5151977539062,2091.632,2496.7,1481.0
ALB,chickpea,01703,0.5313926339149475,0.7528403,2318.5941176470587,1051.475
ALB,chicory,01691,0.1411400288343429,0.17021593,,
ALB,chilleetc,01231,1865.906982421875,2448.301,30818.8,652.3
ALB,citrusnes,01329,3.121683120727539,4.5181003,26814.3,713.55
ALB,clover,01919.03,91.36009216308594,120.00628,,
ALB,cotton,01921.01,91.9141845703125,737.33386,1107.9,976.475
ALB,cowpea,01706,5.355465412139893,7.8396573,2028.6777777777777,1820.0
ALB,cucumberetc,01232,1054.295166015625,1528.4714,47727.8,633.1
ALB,eggplant,01233,174.89578247070312,672.1991,28722.3,962.8
ALB,fig,01315,808.4388427734375,2255.8413,15477.6,963.4
ALB,flax,01929.01,0.5588522553443909,0.7704092,,
ALB,fruitnes,01319,35.190757751464844,102.089386,8572.0,863.2
ALB,garlic,01252,646.8944702148438,889.7328,16218.3,1028.8
ALB,grapefruitetc,01321,0.5936537981033325,0.861832,17130.608333333334,530.0384615384615
ALB,grape,01330,2059.77294921875,9814.0,20454.7,582.8
ALB,grassnes,01919.91,98.36565399169922,211.64655,,
ALB,greenbean,01241.90,388.6500549316406,1024.076,13023.3,1255.5
ALB,greenbroadbean,01243,10.640060424804688,26.8253,4992.5,521.1857142857143
ALB,greencorn,01290.01,298.0204162597656,1237.6519,11107.75,523.3333333333334
ALB,greenonion,01253.01,538.8327026367188,1180.5396,22388.2,804.7
ALB,greenpea,01242,274.5645751953125,375.5435,14551.8,991.7
ALB,groundnut,0142,0.1265036761760711,0.29962668,2372.6322580645165,1996.1571428571428
ALB,hazelnut,01374,2.26184344291687,3.4499168,1254.6666666666667,1784.2
ALB,hempseed,01449.02,0.1006238833069801,0.11235476,,
ALB,hemp,01929.02,0.1008514463901519,0.11260867,,
ALB,hop,01659,662.0538330078125,2085.246,759.1,8171.4
ALB,kiwi,01352,35.2497444152832,46.62301,16498.379999999997,613.4
