Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,31107520.0,89190504.0
Ct,298857.90625,683174.1
Dk,26.900989532470703,48.23877
Gt,436620.75,1206482.6
Ho,22604.87890625,56624.93
Pg,2302.619873046875,5494.2935
Sh,2047199.875,6504065.0
