Animal,clipped_PA_surf,total_surf
Bf,35210.18,242240.88
Ch,5368809.5,27331344.0
Ct,594596.0,2454857.0
Dk,301.7992,566.58704
Gt,247354.03,647959.75
Ho,23604.562,73599.484
Pg,3121.037,5825.0522
Sh,2156402.0,7991286.0
