Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,18294990.0,62986950.0
Ct,254680.703125,1599887.1
Dk,1592.5526123046875,2630.1584
Gt,333022.125,1427121.1
Ho,3.5312390327453613,7.5591993
Pg,93940.8046875,366215.66
Sh,410223.25,1752940.8
