Animal,clipped_PA_surf,total_surf
Bf,870.4147,3617.235
Ch,32775174.0,156463300.0
Ct,2467194.8,9856795.0
Dk,550331.75,2238233.0
Gt,31909.674,99882.375
Ho,91987.36,401455.16
Pg,1116804.0,4730237.5
Sh,9993147.0,33153116.0
