Country Code (ISO3),Country Code (M49),Animal,heads_on_PA,total_heads,total volume
AFG,4,Bf,455.20013,840.0013,
AFG,4,Ch,4258970.5,12092643.0,149581501.916
AFG,4,Ct,1764427.5,5268365.0,1910657234.009
AFG,4,Dk,97563.14,390565.3,
AFG,4,Gt,2640071.8,7746219.0,363679062.532
AFG,4,Ho,51206.85,172977.95,
AFG,4,Pg,11.675968,35.31682,
AFG,4,Sh,3435952.5,13245412.0,765256592.541
ALB,8,Bf,36.745502,115.64902,
ALB,8,Ch,2189231.8,8554729.0,155531696.93653846
ALB,8,Ct,142712.31,504152.53,574034378.01158
ALB,8,Dk,194510.5,1003687.5,
ALB,8,Gt,257995.28,931509.75,91093184.20085712
ALB,8,Ho,6968.044,30934.459,
ALB,8,Pg,66297.06,171476.19,31353925.68
ALB,8,Sh,510689.2,1917048.2,165502224.03184286
DZA,12,Bf,0.0,0.0,
DZA,12,Ch,101141424.0,133532600.0,1722335151.204
DZA,12,Ct,1550282.0,2145168.0,2984129624.6256
DZA,12,Dk,32360.90625,59867.188,
DZA,12,Gt,2283392.25,5021311.5,853252511.7475
DZA,12,Ho,20302.87109375,42395.973,1499410.686
DZA,12,Pg,1128.5809326171875,5068.444,371756.502
DZA,12,Sh,12017952.0,28096154.0,4627265077.772333
AGO,24,Bf,0.0,0.0,
AGO,24,Ch,10330708.0,35696710.0,531524011.916
AGO,24,Ct,1340964.0,4988371.0,922494112.6824
AGO,24,Dk,90.06324005126953,196.74959,
AGO,24,Gt,1392159.125,4384230.5,102192989.86
AGO,24,Ho,192.64048767089844,1055.3392,
AGO,24,Pg,995917.125,3139573.5,582943928.7653999
AGO,24,Sh,431974.3125,1120624.4,42734168.73899999
ARG,32,Bf,35521.746,80844.6,
ARG,32,Ch,24474986.0,114767704.0,8498404513.192043
ARG,32,Ct,12569519.0,51433076.0,22275912042.211
ARG,32,Dk,761037.75,2581893.5,21304486.888
ARG,32,Gt,1649192.8,4723624.5,38234347.85657142
ARG,32,Ho,761592.9,2448282.8,108321009.4
ARG,32,Pg,1038027.25,5015117.5,2668078623.0
ARG,32,Sh,4641897.0,14858392.0,299152390.0959
ARM,51,Bf,162.00822,808.8533,
ARM,51,Ch,1258685.4,4050001.8,125682544.52307692
ARM,51,Ct,238700.1,680309.56,643544161.0
ARM,51,Dk,8449.223,24707.127,
ARM,51,Gt,13591.461,33074.94,2140737.251714286
ARM,51,Ho,3600.2827,11348.959,
ARM,51,Pg,40946.203,141098.45,54956415.0
ARM,51,Sh,283937.28,699381.56,103074255.1436
AUS,36,Bf,1248.2399,3966.195,
AUS,36,Ch,30288910.0,88501736.0,4352351388.156905
AUS,36,Ct,6636515.5,27385164.0,17497287127.0
AUS,36,Dk,474000.66,1145785.8,102322049.04
AUS,36,Gt,612462.25,3598219.8,192494952.7444445
AUS,36,Ho,99068.71,271353.47,47366240.58733333
AUS,36,Pg,577019.1,2270200.8,1006049626.6666667
AUS,36,Sh,16325500.0,70861496.0,4679472797.34375
AUT,40,Bf,35.94857,57.01588,0.0
AUT,40,Ch,2482664.8,16388198.0,
AUT,40,Ct,445536.6,1972808.2,4068438411.25
AUT,40,Dk,14912.6875,59691.695,
AUT,40,Gt,19361.336,70910.96,39732167.38888889
AUT,40,Ho,26067.688,88915.67,
AUT,40,Pg,472986.56,2847598.5,1101420272.0
AUT,40,Sh,113218.44,350139.03,55979949.1375
AZE,31,Bf,31766.15,242240.88,
AZE,31,Ch,4953162.5,27331344.0,641248576.1104615
AZE,31,Ct,525664.9,2454857.0,1876116751.594
AZE,31,Dk,301.7992,566.58704,
AZE,31,Gt,216288.19,647959.75,2685463.0
AZE,31,Ho,20921.924,73599.484,
AZE,31,Pg,2727.6099,5825.0522,1851551.7
AZE,31,Sh,1859055.5,7991286.0,612272301.8825713
BHS,44,Bf,0.0,0.0,
BHS,44,Ch,599540.625,3007001.2,19042142.91156419
BHS,44,Ct,124.22955322265624,726.99164,588803.80995
BHS,44,Dk,0.0,0.0,
