Animal,clipped_PA_surf,total_surf
Bf,70087.36,118311.37
Ch,113824730.0,285462270.0
Ct,307507.12,738955.6
Dk,4217799.5,9839143.0
Gt,164133.34,429749.3
Ho,2200.4143,3241.022
Pg,1052494.6,1877522.8
Sh,51286.504,146616.62
