Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,7350788.0,26354054.0
Ct,131894.453125,449808.9
Dk,8896.60546875,14224.51
Gt,981875.8125,3187034.0
Ho,867.9417114257812,1878.0852
Pg,300568.5,882389.25
Sh,519204.0625,2009497.5
