Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,1481891.375,3328311.2
Ct,190120.25,469503.0
Dk,5259.21875,10379.595
Gt,10867.4453125,22071.492
Ho,9782.123046875,21021.807
Pg,139122.1875,309640.0
Sh,61410.2578125,113408.05
