Animal,clipped_PA_surf,total_surf
Bf,0.34658384,0.46053442
Ch,2109871.5,9500440.0
Ct,1007083.3,5470607.0
Dk,18891.91,82675.484
Gt,937113.3,4045959.5
Ho,7365.7217,27984.705
Pg,80925.484,344395.75
Sh,83163.78,455002.53
