Animal,clipped_PA_surf,total_surf
Bf,0.16467252,2.8148139
Ch,1727344.6,21554312.0
Ct,222273.27,1407250.1
Dk,38330.45,591490.25
Gt,6948.3633,26884.617
Ho,7414.0425,33730.164
Pg,153031.62,1555439.0
Sh,61799.79,232381.56
