Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,11736597.0,38328400.0
Ct,1314815.75,3950681.0
Dk,78.79710388183594,1276.01
Gt,887780.9375,2715840.0
Ho,37183.2890625,87322.375
Pg,368483.34375,1017896.06
Sh,85325.8359375,241842.05
