Animal,clipped_PA_surf,total_surf
Bf,354.8523,662.6527
Ch,312809.28,607638.8
Ct,167287.2,307349.7
Dk,2703.958,6801.0205
Gt,19173.033,54151.227
Ho,8592.492,14714.653
Pg,9318.209,19273.393
Sh,8088.996,19656.457
