Animal,clipped_PA_surf,total_surf
Bf,124.02198,361.55463
Ch,4276446.5,14270055.0
Ct,414362.5,1672722.1
Dk,780629.56,2488185.0
Gt,828890.1,3225307.5
Ho,4580.12,16737.736
Pg,451076.06,1580862.2
Sh,33089.773,136253.14
