Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,201659.96875,231829.56
Ct,12738.26171875,14536.642
Dk,0.0,0.0
Gt,0.0,0.0
Ho,125.33539581298828,143.53625
Pg,46728.29296875,53208.113
Sh,0.0,0.0
